time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,fall_event
0.0,0.0,0.0,0.0,0.0,-0.25,0.0,0.0,0
0.01,0.0,0.0,-0.0007,0.0041,-0.25,-0.2905,0.122,0
0.02,0.0,0.0,0.0176,-0.0099,-0.25,-0.4787,0.335,0
0.03,0.0,0.0,0.0068,-0.0072,-0.25,-0.147,0.503,0
0.04,0.0,0.0,0.0306,-0.0013,-0.25,-0.2285,0.445,0
0.05,0.0,0.0,-0.014,-0.0342,-0.25,-0.4306,0.353,0
0.06,0.0,0.0,0.0198,-0.0264,-0.25,-0.2453,0.222,0
0.07,0.0,0.0,0.0042,-0.0163,-0.25,-0.3396,0.198,0
0.08,0.0,0.0,0.0025,0.0341,-0.25,-0.1319,0.378,0
0.09,0.0,0.0,-0.011,-0.0067,-0.25,-0.4587,0.726,0
0.1,0.0,0.0,0.0036,0.0102,-0.25,-0.1758,1.178,0
0.11,0.0,0.0,-0.0155,0.0255,-0.25,-0.2551,1.566,0
0.12,0.0,0.0,-0.0003,-0.0021,-0.25,0.0364,1.771,0
0.13,0.0,0.0,-0.0108,-0.0242,-0.25,-0.1188,1.899,0
0.14,0.0,0.0,-0.0014,-0.0027,-0.25,-0.4306,2.025,0
0.15,0.0,0.0,-0.0261,0.004,-0.25,0.1189,2.269,0
0.16,0.0,0.0,0.0016,0.0064,-0.25,-0.4725,2.482,0
0.17,0.0,0.0,-0.0006,0.0577,-0.25,-0.324,2.516,0
0.18,0.0,0.0,-0.0011,0.0109,-0.25,-0.1156,2.323,0
0.19,0.0,0.0,-0.0071,-0.0602,-0.25,-0.0663,2.068,0
0.2,0.0,0.0,0.019,-0.0369,-0.25,-0.4803,1.792,0
0.21,0.0,0.0,-0.0267,0.0318,-0.25,-0.2643,1.778,0
0.22,0.0,0.0,-0.0089,0.0334,-0.25,-0.092,1.959,0
0.23,0.0,0.0,-0.0261,-0.0466,-0.25,-0.2199,2.375,0
0.24,0.0,0.0,0.0141,-0.02,-0.25,-0.1987,2.727,0
0.25,0.0,0.0,0.0128,0.0154,-0.25,-0.2314,2.805,0
0.26,0.0,0.0,0.002,0.0293,-0.25,-0.0746,2.799,0
0.27,0.0,0.0,-0.036,-0.0061,-0.25,-0.0522,2.885,0
0.28,0.0,0.0,0.0018,-0.0429,-0.25,-0.3842,3.001,0
0.29,0.0,0.0,0.0115,-0.0353,-0.25,-0.1637,2.929,0
0.3,0.0,0.0,0.0161,0.0083,-0.25,-0.0956,2.698,0
0.31,0.0,0.0,-0.0038,0.0101,-0.25,-0.2498,2.499,0
0.32,0.0,0.0,-0.014,0.0109,-0.25,-0.1599,2.642,0
0.33,0.0,0.0,-0.0264,0.0006,-0.25,-0.292,3.11,0
0.34,0.0,0.0,-0.0125,0.0093,-0.25,-0.2134,3.668,0
0.35,0.0,0.0,-0.0115,0.0497,-0.25,-0.3188,4.051,0
0.36,0.0,0.0,-0.0068,0.0323,-0.25,-0.197,4.185,0
0.37,0.0,0.0,0.0136,-0.0013,-0.25,-0.0165,4.051,0
0.38,0.0,0.0,0.0034,-0.0157,-0.25,-0.2566,3.837,0
0.39,0.0,0.0,0.0274,0.0313,-0.25,-0.1375,3.492,0
0.4,0.0,0.0,-0.0181,-0.0011,-0.25,0.0576,3.34,0
0.41,0.0,0.0,-0.0126,-0.0287,-0.25,-0.0205,3.469,0
0.42,0.0,0.0,-0.062,0.0162,-0.25,-0.0773,3.944,0
0.43,0.0,0.0,-0.009,-0.0508,-0.25,-0.4706,4.518,0
0.44,0.0,0.0,-0.0133,-0.0412,-0.25,0.0078,5.038,0
0.45,0.0,0.0,-0.0373,-0.0057,-0.25,-0.2025,5.412,0
0.46,0.0,0.0,-0.0169,-0.045,-0.25,-0.1182,5.572,0
0.47,0.0,0.0,-0.0162,-0.0372,-0.25,-0.2013,5.452,0
0.48,0.0,0.0,0.0004,-0.0098,-0.25,-0.2842,5.115,0
0.49,0.0,0.0,-0.0361,-0.0356,-0.25,0.0364,4.715,0
0.5,0.0,0.0,0.0091,-0.0398,-0.25,-0.3505,4.234,0
0.51,0.0,0.0,-0.0447,0.0131,-0.25,-0.0616,3.757,0
0.52,0.0,0.0,-0.0215,0.0309,-0.25,-0.5469,3.394,0
0.53,0.0,0.0,-0.0451,0.0326,-0.25,0.0385,3.088,0
0.54,0.0,0.0,-0.0187,0.0047,-0.25,-0.4034,2.764,0
0.55,0.0,0.0,-0.0382,0.0562,-0.25,-0.3357,2.379,0
0.56,0.0,0.0,-0.0508,0.0049,-0.25,0.0454,2.304,0
0.57,0.0,0.0,-0.0657,-0.0067,-0.25,-0.164,2.542,0
0.58,0.0,0.0,-0.0719,-0.0337,-0.25,-0.3547,3.109,0
0.59,0.0,0.0,-0.0398,0.0087,-0.25,-0.2044,3.627,0
0.6,0.0,0.0,-0.0361,0.0589,-0.25,-0.2168,3.845,0
0.61,0.0,0.0,-0.0263,0.0865,-0.25,-0.2794,3.787,0
0.62,0.0,0.0,-0.0339,0.0768,-0.25,-0.1544,3.54,0
0.63,0.0,0.0,-0.035,-0.0068,-0.25,0.2225,3.227,0
0.64,0.0,0.0,-0.0212,-0.0581,-0.25,0.0396,2.874,0
0.65,0.0,0.0,-0.0137,-0.0496,-0.25,-0.1524,2.528,0
0.66,0.0,0.0,-0.0314,0.0034,-0.25,-0.0761,2.435,0
0.67,0.0,0.0,-0.0407,-0.0065,-0.25,-0.063,2.673,0
0.68,0.0,0.0,-0.046,-0.0384,-0.25,-0.2095,3.235,0
0.69,0.0,0.0,-0.0477,-0.0039,-0.25,-0.0994,4.027,0
0.7,0.0,0.0,-0.0331,0.0141,-0.25,-0.1053,4.696,0
0.71,0.0,0.0,-0.0214,0.0347,-0.25,-0.1651,5.1,0
0.72,0.0,0.0,-0.0089,0.0137,-0.25,-0.0333,5.245,0
0.73,0.0,0.0,0.01,-0.0079,-0.25,0.0435,5.138,0
0.74,0.0,0.0,0.0064,-0.0275,-0.25,-0.1877,4.993,0
0.75,0.0,0.0,0.0192,0.0279,-0.25,-0.3242,4.774,0
0.76,0.0,0.0,-0.0141,0.0014,-0.25,0.0201,4.765,0
0.77,0.0,0.0,0.0063,-0.0389,-0.25,-0.5273,4.871,0
0.78,0.0,0.0,-0.0151,0.0009,-0.25,-0.0724,5.002,0
0.79,0.0,0.0,0.0264,-0.0109,-0.25,-0.2643,4.967,0
0.8,0.0,0.0,0.016,0.0295,-0.25,-0.2329,4.678,0
0.81,0.0,0.0,0.0287,-0.0271,-0.25,-0.0674,4.177,0
0.82,0.0,0.0,0.0344,-0.0628,-0.25,-0.2712,3.616,0
0.83,0.0,0.0,0.0281,-0.0235,-0.25,-0.2328,3.276,0
0.84,0.0,0.0,0.0011,-0.0227,-0.25,-0.3166,3.263,0
0.85,0.0,0.0,0.0244,-0.0069,-0.25,-0.0989,3.41,0
0.86,0.0,0.0,-0.0208,-0.0065,-0.25,-0.1928,3.791,0
0.87,0.0,0.0,0.0353,-0.0109,-0.25,-0.1775,4.061,0
0.88,0.0,0.0,0.0009,0.0125,-0.25,-0.4851,4.266,0
0.89,0.0,0.0,0.0245,0.0181,-0.25,-0.2842,4.313,0
0.9,0.0,0.0,0.0319,0.0177,-0.25,-0.0027,4.15,0
0.91,0.0,0.0,0.0277,-0.0348,-0.25,-0.3739,3.974,0
0.92,0.0,0.0,0.0304,-0.0213,-0.25,0.0532,3.797,0
