time_s,pos_x,pos_y
0.0,5.720183253288269e-06,-1.08484073280124e-05
0.01,0.00043006613850593567,-3.594809822971001e-05
0.02,0.0011132098734378815,-4.130738670937717e-05
0.03,0.0020676124840974808,-4.49524522991851e-05
0.04,0.0032418593764305115,-0.001121386419981718
0.05,0.004679111763834953,-0.0027441554702818394
0.06,0.006280124187469482,-0.0037926568184047937
0.07,0.007844457402825356,-0.00490264268592
0.08,0.00943128764629364,-0.006024976260960102
0.09,0.010995497927069664,-0.007173794321715832
0.1,0.012519340962171555,-0.00832042284309864
0.11,0.014208121225237846,-0.009781979024410248
0.12,0.015998931601643562,-0.01184991654008627
0.13,0.0183758195489645,-0.013257062062621117
0.14,0.02137131243944168,-0.013312719762325287
0.15,0.024694152176380157,-0.012871882878243923
0.16,0.028247449547052383,-0.011886140331625938
0.17,0.03201902285218239,-0.010801846161484718
0.18,0.035930085927248,-0.010397745296359062
0.19,0.03982004523277283,-0.0101392213255167
0.2,0.04363621771335602,-0.009665330871939659
0.21,0.04721913859248161,-0.009116913191974163
0.22,0.05096706002950668,-0.009213902056217194
0.23,0.05496992543339729,-0.009663158096373081
0.24,0.05885377153754234,-0.010516825132071972
0.25,0.06260346621274948,-0.011346565559506416
0.26,0.06638199836015701,-0.012832017615437508
0.27,0.0706237405538559,-0.01449771411716938
0.28,0.07492594420909882,-0.015777377411723137
0.29,0.07911980897188187,-0.0169683825224638
0.3,0.08381955325603485,-0.017518863081932068
0.31,0.08897123485803604,-0.0181360375136137
0.32,0.09439650177955627,-0.018738912418484688
0.33,0.100017249584198,-0.018870647996664047
0.34,0.10622745007276535,-0.017803974449634552
0.35,0.11249568313360214,-0.01637718640267849
0.36,0.11873188614845276,-0.015050597488880157
0.37,0.12510091066360474,-0.015007184818387032
0.38,0.13168475031852722,-0.015432320535182953
0.39,0.13840310275554657,-0.015537772327661514
0.4,0.14532510936260223,-0.015243069268763065
0.41,0.15267711877822876,-0.013785270042717457
0.42,0.16015470027923584,-0.011775335296988487
0.43,0.16769561171531677,-0.009781256318092346
0.44,0.1757323145866394,-0.0072549255564808846
0.45,0.18406690657138824,-0.005616252310574055
0.46,0.19216370582580566,-0.004129108507186174
0.47,0.20018158853054047,-0.0024607975501567125
0.48,0.2085093855857849,0.00020924489945173264
0.49,0.2167484164237976,0.0030603697523474693
0.5,0.22513987123966217,0.005203855223953724
0.51,0.2337113916873932,0.006653350777924061
0.52,0.2421349734067917,0.008100787177681923
0.53,0.25070416927337646,0.010120963677763939
0.54,0.25952646136283875,0.013055001385509968
0.55,0.2683434784412384,0.01590501144528389
0.56,0.277377188205719,0.019684752449393272
0.57,0.28654199838638306,0.02343057282269001
0.58,0.2955593764781952,0.026125214993953705
0.59,0.3044334053993225,0.02877003140747547
0.6,0.3131444752216339,0.03134527429938316
0.61,0.32190296053886414,0.034314706921577454
0.62,0.33096230030059814,0.03644859045743942
0.63,0.34008705615997314,0.03889017924666405
0.64,0.3490827679634094,0.04141359403729439
0.65,0.35810714960098267,0.04417252540588379
0.66,0.3671095669269562,0.04709707200527191
0.67,0.37621620297431946,0.04963304102420807
0.68,0.3853161931037903,0.052409932017326355
0.69,0.3944503366947174,0.055253177881240845
0.7,0.4036754071712494,0.05806007608771324
0.71,0.4131954312324524,0.059897735714912415
0.72,0.4227946996688843,0.06130964681506157
0.73,0.43247491121292114,0.0628054216504097
0.74,0.4421617388725281,0.06475797295570374
0.75,0.45170408487319946,0.06792346388101578
0.76,0.46128049492836,0.07019058614969254
0.77,0.47072282433509827,0.07237942516803741
0.78,0.48002204298973083,0.07509135454893112
0.79,0.48931190371513367,0.07807780802249908
0.8,0.49852171540260315,0.08185876905918121
0.81,0.5081120133399963,0.08456581085920334
0.82,0.5178400874137878,0.08723551779985428
0.83,0.5275108218193054,0.08992715179920197
0.84,0.5372515320777893,0.09237205982208252
0.85,0.5471664667129517,0.09410132467746735
0.86,0.556857168674469,0.0967797189950943
0.87,0.5666031241416931,0.09945880621671677
0.88,0.5763471722602844,0.10213200002908707
0.89,0.5861379504203796,0.10486653447151184
0.9,0.5958627462387085,0.10798157006502151
0.91,0.6054674386978149,0.11127378046512604
0.92,0.6151284575462341,0.11450611054897308
0.93,0.6247432231903076,0.11782471835613251
0.94,0.6340264081954956,0.1214882954955101
0.95,0.6433086395263672,0.12502038478851318
0.96,0.6530691981315613,0.12766334414482117
0.97,0.6625295281410217,0.1311763972043991
0.98,0.6721555590629578,0.1347033977508545
0.99,0.6817914247512817,0.13824431598186493
1.0,0.6914187073707581,0.14183467626571655
1.01,0.7009828090667725,0.14538989961147308
1.02,0.7106702923774719,0.1487904191017151
1.03,0.7202366590499878,0.15211695432662964
1.04,0.729874312877655,0.15544086694717407
1.05,0.7392969727516174,0.15928617119789124
1.06,0.7483536005020142,0.16400451958179474
1.07,0.757472038269043,0.1686943620443344
1.08,0.7670186161994934,0.17261278629302979
1.09,0.7765476703643799,0.1764346957206726
1.1,0.7861469984054565,0.1802019327878952
1.11,0.7956792116165161,0.18394309282302856
1.12,0.8049279451370239,0.1884065419435501
1.13,0.814041256904602,0.19304759800434113
1.14,0.8233045339584351,0.19762976467609406
1.15,0.8325628638267517,0.20217889547348022
1.16,0.8413481116294861,0.20752719044685364
1.17,0.8502760529518127,0.2125731110572815
1.18,0.8595247864723206,0.21702736616134644
