time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,arm_pitch_deg,fall_event
10.84,1.0,0.0,0.8951,0.0647,0.0,0.233,2.247,55.719,0
10.85,1.0,0.0,0.9053,0.0434,0.0,-0.4821,2.043,53.571,0
10.86,1.0,0.0,0.9575,-0.0141,0.0,0.1914,1.821,51.337,0
10.87,1.0,0.0,0.9503,0.026,0.0,-0.1084,1.454,49.014,0
10.88,1.0,0.0,0.9261,0.0339,0.0,-0.0307,1.43,46.68,0
10.89,1.0,0.0,0.9377,-0.0468,0.0,-0.1175,1.646,44.343,0
10.9,1.0,0.0,0.9917,-0.0302,0.0,0.1569,1.739,41.85,0
10.91,1.0,0.0,0.9383,-0.0392,0.0,0.1157,2.012,39.356,0
10.92,1.0,0.0,0.9387,0.0092,0.0,0.4105,2.199,36.8,0
10.93,1.0,0.0,0.9471,0.1313,0.0,-0.0074,2.144,34.263,0
10.94,1.0,0.0,0.9318,0.0866,0.0,-0.1345,2.268,31.724,0
10.95,1.0,0.0,0.9149,0.0938,0.0,0.1193,2.421,29.06,0
10.96,1.0,0.0,0.9239,0.0995,0.0,0.1786,2.411,26.376,0
10.97,1.0,0.0,1.0052,-0.0068,0.0,-0.1895,2.097,23.769,0
10.98,1.0,0.0,1.0133,-0.04,0.0,0.0382,1.72,21.081,0
10.99,1.0,0.0,1.0032,-0.0027,0.0,0.0554,1.257,18.326,0
11.0,1.0,0.0,0.9345,0.0263,0.0,-0.2262,1.184,15.631,0
11.01,1.0,0.0,0.9778,0.0085,0.0,0.2039,1.208,12.858,0
11.02,1.0,0.0,0.9769,-0.1075,0.0,0.2266,1.421,10.295,0
11.03,1.0,0.0,0.9468,-0.0942,0.0,-0.2141,1.805,7.437,0
11.04,1.0,0.0,0.9721,-0.0867,0.0,0.2169,2.06,4.599,0
11.05,1.0,0.0,0.9276,-0.0095,0.0,0.0993,2.177,1.845,0
11.06,1.0,0.0,0.966,-0.0081,0.0,0.1626,2.172,-0.813,0
11.07,1.0,0.0,0.9706,-0.0379,0.0,0.1858,2.021,-3.622,0
11.08,1.0,0.0,0.9908,0.0599,0.0,0.0984,1.686,-6.396,0
11.09,1.0,0.0,0.9007,0.1006,0.0,-0.039,1.774,-9.255,0
11.1,1.0,0.0,0.9321,0.0848,0.0,0.4221,1.969,-12.059,0
11.11,1.0,0.0,0.9533,0.0705,0.0,0.1929,2.017,-14.846,0
11.12,1.0,0.0,0.9705,-0.0441,0.0,0.1284,2.152,-17.438,0
11.13,1.0,0.0,0.9701,-0.0313,0.0,0.2066,2.205,-20.217,0
11.14,1.0,0.0,0.9693,-0.001,0.0,-0.3233,2.019,-22.943,0
11.15,1.0,0.0,0.9948,-0.0468,0.0,-0.1183,1.917,-25.638,0
11.16,1.0,0.0,0.9768,-0.0356,0.0,-0.1476,1.847,-28.35,0
11.17,1.0,0.0,1.012,-0.0185,0.0,-0.1225,1.832,-30.919,0
11.18,1.0,0.0,1.0589,-0.0395,0.0,0.207,1.661,-33.496,0
11.19,1.0,0.0,1.0557,-0.0067,0.0,-0.0105,1.351,-36.133,0
11.2,1.0,0.0,1.0232,0.0189,0.0,0.2681,1.329,-38.743,0
11.21,1.0,0.0,1.0497,-0.0359,0.0,0.1881,1.364,-41.247,0
11.22,1.0,0.0,1.0646,-0.0549,0.0,-0.2026,1.278,-43.594,0
11.23,1.0,0.0,1.1196,-0.0241,0.0,-0.0537,0.99,-46.008,0
11.24,1.0,0.0,1.0493,-0.0301,0.0,0.029,0.943,-48.496,0
11.25,1.0,0.0,1.0197,-0.0326,0.0,0.2889,1.067,-50.831,0
11.26,1.0,0.0,0.9967,0.1453,0.0,-0.008,1.156,-52.991,0
11.27,1.0,0.0,1.0054,0.1046,0.0,-0.2109,1.403,-55.253,0
11.28,1.0,0.0,0.9916,0.1116,0.0,0.1254,1.683,-57.428,0
11.29,1.0,0.0,0.9965,0.1145,0.0,-0.0042,1.844,-59.529,0
11.3,1.0,0.0,1.0337,0.0395,0.0,-0.1529,2.013,-61.519,0
11.31,1.0,0.0,1.0377,0.0333,0.0,0.2027,2.193,-63.501,0
11.32,1.0,0.0,1.1058,-0.0497,0.0,0.2394,2.224,-65.407,0
11.33,1.0,0.0,1.0968,-0.0464,0.0,0.0872,2.219,-67.229,0
11.34,1.0,0.0,1.0747,-0.012,0.0,0.1849,2.176,-69.02,0
11.35,1.0,0.0,1.1006,-0.0168,0.0,0.1013,1.99,-70.739,0
11.36,1.0,0.0,1.1345,-0.1295,0.0,-0.0075,1.941,-72.441,0
11.37,1.0,0.0,1.0965,-0.0728,0.0,0.0194,1.985,-74.039,0
11.38,1.0,0.0,1.1363,-0.105,0.0,-0.1842,1.894,-75.528,0
11.39,1.0,0.0,1.1402,-0.1055,0.0,-0.1867,1.688,-76.959,0
11.4,1.0,0.0,1.1591,-0.0978,0.0,0.2937,1.408,-78.311,0
11.41,1.0,0.0,1.1949,-0.0758,0.0,-0.3302,1.052,-79.607,0
11.42,1.0,0.0,1.2113,-0.0334,0.0,-0.0765,0.685,-80.822,0
11.43,1.0,0.0,1.1026,0.0752,0.0,-0.1946,0.526,-81.997,0
11.44,1.0,0.0,1.1087,0.0577,0.0,-0.1529,0.414,-83.023,0
11.45,1.0,0.0,1.183,-0.059,0.0,0.0656,0.229,-83.955,0
11.46,1.0,0.0,1.1893,-0.0487,0.0,0.2152,-0.111,-84.784,0
11.47,1.0,0.0,1.1582,-0.052,0.0,0.143,-0.415,-85.628,0
11.48,1.0,0.0,1.1383,-0.019,0.0,-0.017,-0.762,-86.324,0
11.49,1.0,0.0,1.1283,-0.0178,0.0,0.243,-1.142,-86.932,0
11.5,1.0,0.0,1.1453,0.0514,0.0,-0.4393,-1.591,-87.47,0
11.51,1.0,0.0,1.1203,0.0347,0.0,-0.2511,-1.818,-87.982,0
11.52,1.0,0.0,1.1649,0.0448,0.0,0.0525,-2.138,-88.296,0
11.53,1.0,0.0,1.1015,0.0405,0.0,0.1686,-2.215,-88.647,0
11.54,1.0,0.0,1.1246,-0.0708,0.0,0.1024,-2.094,-88.889,0
11.55,1.0,0.0,1.1499,-0.0559,0.0,-0.1067,-2.052,-88.937,0
11.56,1.0,0.0,1.1242,-0.0597,0.0,0.2356,-1.886,-88.97,0
11.57,1.0,0.0,1.1788,-0.1074,0.0,-0.0442,-1.835,-88.832,0
11.58,1.0,0.0,1.1164,-0.004,0.0,-0.0342,-1.783,-88.643,0
11.59,1.0,0.0,1.12,-0.0013,0.0,-0.1258,-1.858,-88.335,0
11.6,1.0,0.0,1.1581,-0.0175,0.0,0.3764,-2.082,-87.954,0
11.61,1.0,0.0,1.1236,0.006,0.0,-0.1429,-2.301,-87.558,0
11.62,1.0,0.0,1.1611,-0.0368,0.0,-0.2963,-2.555,-87.038,0
11.63,1.0,0.0,1.1797,-0.0278,0.0,0.1238,-2.921,-86.383,0
11.64,1.0,0.0,1.1225,0.0174,0.0,-0.1287,-3.213,-85.754,0
11.65,1.0,0.0,1.2131,-0.0722,0.0,0.0777,-3.567,-84.941,0
11.66,1.0,0.0,1.1868,-0.1407,0.0,0.2104,-3.714,-84.171,0
11.67,1.0,0.0,1.1589,-0.1299,0.0,-0.4191,-3.727,-83.282,0
11.68,1.0,0.0,1.1268,-0.1341,0.0,0.0445,-3.48,-82.295,0
11.69,1.0,0.0,1.1759,-0.1252,0.0,0.174,-3.342,-81.115,0
11.7,1.0,0.0,1.0899,-0.0372,0.0,-0.6295,-3.009,-80.043,0
11.71,1.0,0.0,1.0728,0.0099,0.0,0.0395,-2.502,-78.721,0
11.72,1.0,0.0,1.0429,0.0101,0.0,0.2757,-1.989,-77.345,0
11.73,1.0,0.0,1.072,0.0129,0.0,-0.1108,-1.623,-75.872,0
11.74,1.0,0.0,1.1021,-0.0814,0.0,-0.1651,-1.248,-74.384,0
11.75,1.0,0.0,1.0809,-0.0522,0.0,-0.2815,-0.967,-72.82,0
11.76,1.0,0.0,1.1326,-0.0547,0.0,-0.3122,-0.901,-71.093,0
11.77,1.0,0.0,1.1242,-0.0228,0.0,0.2288,-0.87,-69.355,0
11.78,1.0,0.0,1.0778,0.0728,0.0,0.0312,-0.948,-67.528,0
11.79,1.0,0.0,1.1131,0.1056,0.0,-0.0543,-1.141,-65.623,0
11.8,1.0,0.0,1.0814,0.109,0.0,0.1369,-1.358,-63.742,0
11.81,1.0,0.0,1.1354,0.0079,0.0,0.2613,-1.657,-61.795,0
11.82,1.0,0.0,1.142,0.0153,0.0,0.1486,-1.982,-59.787,0
11.83,1.0,0.0,1.0756,0.0514,0.0,0.0836,-2.099,-57.755,0
11.84,1.0,0.0,1.0572,0.0515,0.0,0.3158,-2.101,-55.603,0
11.85,1.0,0.0,1.1644,-0.021,0.0,0.1274,-2.309,-53.327,0
11.86,1.0,0.0,1.1301,-0.0461,0.0,-0.0315,-2.382,-51.129,0
11.87,1.0,0.0,1.044,0.0418,0.0,-0.3755,-2.162,-48.861,0
11.88,1.0,0.0,1.0608,0.0447,0.0,-0.1888,-1.971,-46.454,0
11.89,1.0,0.0,1.1773,-0.0799,0.0,-0.1435,-2.07,-43.924,0
11.9,1.0,0.0,1.1826,-0.0814,0.0,-0.0825,-2.398,-41.442,0
11.91,1.0,0.0,1.1918,-0.0744,0.0,0.3805,-2.864,-38.961,0
11.92,1.0,0.0,1.0906,0.072,0.0,0.0184,-3.007,-36.481,0
11.93,1.0,0.0,1.0875,0.0523,0.0,0.0194,-3.052,-33.978,0
11.94,1.0,0.0,1.1407,0.0504,0.0,0.1144,-3.302,-31.375,0
11.95,1.0,0.0,1.0645,0.109,0.0,-0.0373,-3.347,-28.797,0
11.96,1.0,0.0,1.169,-0.0395,0.0,0.3398,-3.33,-26.03,0
11.97,1.0,0.0,1.1769,-0.0237,0.0,0.1111,-3.366,-23.363,0
11.98,1.0,0.0,1.1123,-0.031,0.0,0.0697,-3.177,-20.724,0
11.99,1.0,0.0,1.1169,0.0288,0.0,0.3746,-2.898,-17.948,0
12.0,1.0,0.0,1.1697,-0.0917,0.0,0.0709,-2.619,-15.137,0
12.01,1.0,0.0,1.1486,-0.0686,0.0,-0.0637,-2.387,-12.405,0
12.02,1.0,0.0,1.1746,-0.065,0.0,0.2969,-2.359,-9.628,0
12.03,1.0,0.0,1.1678,-0.1009,0.0,-0.4969,-2.335,-6.842,0
12.04,1.0,0.0,1.1799,-0.1007,0.0,-0.0409,-2.243,-4.028,0
12.05,1.0,0.0,1.2537,-0.1246,0.0,-0.1529,-2.272,-1.313,0
12.06,1.0,0.0,1.1927,-0.0348,0.0,-0.164,-2.158,1.432,0
12.07,1.0,0.0,1.1539,0.0226,0.0,-0.0622,-1.925,4.236,0
12.08,1.0,0.0,1.2096,0.0274,0.0,-0.0353,-1.921,7.024,0
12.09,1.0,0.0,1.1588,0.0233,0.0,-0.042,-1.767,9.787,0
12.1,1.0,0.0,1.1478,0.022,0.0,0.1031,-1.561,12.551,0
12.11,1.0,0.0,1.1732,0.0245,0.0,-0.367,-1.474,15.419,0
12.12,1.0,0.0,1.2147,-0.069,0.0,-0.0955,-1.54,18.217,0
12.13,1.0,0.0,1.2636,-0.1121,0.0,0.2821,-1.822,20.964,0
12.14,1.0,0.0,1.2763,-0.0957,0.0,-0.0183,-2.421,23.622,0
12.15,1.0,0.0,1.2377,-0.0853,0.0,0.2803,-2.758,26.271,0
12.16,1.0,0.0,1.1459,0.0145,0.0,-0.0344,-2.581,28.858,0
12.17,1.0,0.0,1.1372,0.0116,0.0,0.2603,-2.318,31.468,0
12.18,1.0,0.0,1.1471,0.02,0.0,0.2636,-2.277,34.056,0
12.19,1.0,0.0,1.2236,-0.0953,0.0,-0.1502,-2.529,36.727,0
12.2,1.0,0.0,1.2086,-0.0883,0.0,0.1564,-2.862,39.219,0
12.21,1.0,0.0,1.1878,-0.1085,0.0,-0.339,-3.063,41.714,0
12.22,1.0,0.0,1.1899,-0.1829,0.0,-0.3936,-2.962,44.128,0
12.23,1.0,0.0,1.2142,-0.1645,0.0,0.0089,-2.824,46.511,0
12.24,1.0,0.0,1.1649,0.0322,0.0,-0.2309,-2.694,48.83,0
12.25,1.0,0.0,1.1684,0.0216,0.0,-0.0716,-2.492,51.133,0
12.26,1.0,0.0,1.1633,0.0114,0.0,-0.2672,-2.388,53.399,0
12.27,1.0,0.0,1.1843,-0.0746,0.0,-0.222,-2.303,55.634,0
12.28,1.0,0.0,1.1592,-0.0674,0.0,0.1758,-2.194,57.762,0
12.29,1.0,0.0,1.1343,0.09,0.0,-0.0294,-2.25,59.851,0
12.3,1.0,0.0,1.0445,0.1424,0.0,-0.2744,-2.042,61.91,0
12.31,1.0,0.0,1.0335,0.1391,0.0,0.121,-1.746,63.859,0
12.32,1.0,0.0,1.1352,0.0673,0.0,-0.0472,-1.705,65.792,0
12.33,1.0,0.0,1.1113,0.016,0.0,-0.0207,-1.568,67.664,0
12.34,1.0,0.0,1.1082,0.0221,0.0,0.0798,-1.55,69.41,0
12.35,1.0,0.0,1.1134,0.0258,0.0,0.0952,-1.81,71.093,0
12.36,1.0,0.0,1.1315,-0.0069,0.0,-0.288,-2.022,72.791,0
12.37,1.0,0.0,1.1462,-0.0279,0.0,0.2131,-2.211,74.342,0
12.38,1.0,0.0,1.1339,-0.0041,0.0,0.0328,-2.409,75.836,0
12.39,1.0,0.0,1.0379,0.0613,0.0,-0.1987,-2.358,77.266,0
12.4,1.0,0.0,1.1177,-0.0276,0.0,0.1029,-2.265,78.608,0
12.41,1.0,0.0,1.106,-0.0533,0.0,0.2764,-2.282,79.864,0
12.42,1.0,0.0,1.1511,-0.0373,0.0,0.3451,-2.53,81.037,0
12.43,1.0,0.0,1.075,0.01,0.0,0.0808,-2.682,82.16,0
12.44,1.0,0.0,1.0875,-0.0248,0.0,-0.0277,-2.756,83.181,0
12.45,1.0,0.0,1.14,-0.0218,0.0,0.0241,-3.103,84.114,0
12.46,1.0,0.0,1.1206,-0.0262,0.0,0.2852,-3.411,84.977,0
12.47,1.0,0.0,1.0819,-0.0151,0.0,-0.1348,-3.449,85.8,0
12.48,1.0,0.0,1.0408,0.0191,0.0,-0.2411,-3.266,86.476,0
12.49,1.0,0.0,1.0449,0.044,0.0,0.4119,-3.08,87.047,0
12.5,1.0,0.0,1.0574,0.0459,0.0,0.7356,-3.076,87.547,0
12.51,1.0,0.0,1.0859,-0.0541,0.0,-0.0251,-3.11,88.036,0
12.52,1.0,0.0,1.0728,0.0682,0.0,-0.1503,-3.349,88.362,0
12.53,1.0,0.0,1.0384,0.08,0.0,0.1093,-3.392,88.632,0
12.54,1.0,0.0,1.0595,-0.0098,0.0,0.081,-3.256,88.825,0
12.55,1.0,0.0,1.034,-0.0078,0.0,0.3029,-3.175,88.897,0
12.56,1.0,0.0,1.0158,0.031,0.0,0.1374,-3.248,88.883,0
12.57,1.0,0.0,1.098,-0.0395,0.0,0.2398,-3.628,88.788,0
12.58,1.0,0.0,1.0947,-0.0343,0.0,0.1528,-4.191,88.628,0
12.59,1.0,0.0,1.0602,-0.0247,0.0,0.4212,-4.496,88.379,0
12.6,1.0,0.0,0.9914,0.1278,0.0,-0.1432,-4.58,88.066,0
12.61,1.0,0.0,0.9556,0.1415,0.0,-0.04,-4.507,87.619,0
12.62,1.0,0.0,1.0438,0.0764,0.0,0.0194,-4.666,87.098,0
12.63,1.0,0.0,0.9949,0.0533,0.0,0.0448,-4.69,86.501,0
12.64,1.0,0.0,0.9859,-0.0269,0.0,-0.0883,-4.527,85.829,0
12.65,1.0,0.0,1.0082,-0.0144,0.0,-0.2485,-4.483,85.051,0
12.66,1.0,0.0,0.9847,-0.017,0.0,0.0234,-4.384,84.186,0
12.67,1.0,0.0,0.9817,0.1427,0.0,0.1904,-4.273,83.217,0
12.68,1.0,0.0,0.9757,0.0945,0.0,-0.3238,-4.104,82.211,0
12.69,1.0,0.0,0.9976,0.0865,0.0,0.0724,-4.114,81.08,0
12.7,1.0,0.0,0.9505,0.0862,0.0,-0.0401,-4.035,79.908,0
12.71,1.0,0.0,1.0265,-0.0007,0.0,0.0671,-4.062,78.641,0
12.72,1.0,0.0,0.9949,-0.0205,0.0,-0.1339,-3.915,77.34,0
12.73,1.0,0.0,1.0358,-0.0065,0.0,0.0172,-3.886,75.903,0
12.74,1.0,0.0,0.9698,-0.0146,0.0,0.0616,-3.618,74.422,0
12.75,1.0,0.0,0.9876,-0.0225,0.0,-0.2316,-3.356,72.873,0
12.76,1.0,0.0,1.0315,0.0091,0.0,-0.0791,-3.316,71.207,0
12.77,1.0,0.0,0.9703,0.0032,0.0,0.0446,-3.073,69.508,0
12.78,1.0,0.0,1.0105,0.0149,0.0,0.0915,-2.942,67.711,0
12.79,1.0,0.0,0.9714,0.0097,0.0,-0.0762,-2.666,65.889,0
12.8,1.0,0.0,0.9671,0.0007,0.0,-0.369,-2.343,64.087,0
12.81,1.0,0.0,1.0118,-0.0495,0.0,0.1614,-2.152,62.09,0
12.82,1.0,0.0,1.0085,-0.0126,0.0,-0.187,-2.194,60.032,0
12.83,1.0,0.0,0.974,-0.0208,0.0,0.2668,-1.981,57.933,0
12.84,1.0,0.0,0.9516,0.0084,0.0,0.0654,-1.615,55.805,0
12.85,1.0,0.0,0.9579,-0.0061,0.0,-0.1944,-1.339,53.658,0
12.86,1.0,0.0,1.0045,0.0014,0.0,-0.0273,-1.369,51.365,0
12.87,1.0,0.0,0.9482,-0.0066,0.0,0.1062,-1.162,49.052,0
12.88,1.0,0.0,0.9909,-0.053,0.0,0.3694,-0.99,46.679,0
12.89,1.0,0.0,0.9512,0.0871,0.0,-0.2456,-1.063,44.386,0
12.9,1.0,0.0,0.928,0.1255,0.0,-0.2774,-0.902,41.956,0
12.91,1.0,0.0,0.9543,0.0418,0.0,-0.072,-0.698,39.483,0
12.92,1.0,0.0,0.9293,0.0473,0.0,0.2071,-0.554,36.901,0
12.93,1.0,0.0,0.9344,0.0512,0.0,0.2819,-0.595,34.294,0
12.94,1.0,0.0,0.9393,0.0325,0.0,-0.5097,-0.956,31.889,0
12.95,1.0,0.0,0.9736,0.0249,0.0,0.1539,-1.399,29.281,0
12.96,1.0,0.0,0.9659,0.0414,0.0,0.0777,-1.907,26.562,0
12.97,1.0,0.0,0.9523,0.0135,0.0,0.4983,-2.073,23.851,0
12.98,1.0,0.0,0.901,0.012,0.0,0.1668,-1.891,21.109,0
12.99,1.0,0.0,0.8882,0.0452,0.0,-0.2568,-1.664,18.596,0
13.0,1.0,0.0,0.8849,0.0037,0.0,0.001,-1.512,15.847,0
13.01,1.0,0.0,0.9295,0.0191,0.0,0.0385,-1.598,13.007,0
13.02,1.0,0.0,0.8683,0.0414,0.0,-0.0574,-1.425,10.177,0
13.03,1.0,0.0,0.8591,0.0353,0.0,-0.0259,-1.162,7.356,0
13.04,1.0,0.0,0.9557,-0.1267,0.0,0.0703,-0.878,4.648,0
13.05,1.0,0.0,0.953,-0.124,0.0,-0.0233,-0.643,1.841,0
13.06,1.0,0.0,0.9992,-0.0946,0.0,0.0721,-0.722,-0.996,0
13.07,1.0,0.0,0.9572,-0.0805,0.0,-0.2852,-0.593,-3.802,0
13.08,1.0,0.0,0.9744,-0.1321,0.0,-0.0442,-0.398,-6.566,0
13.09,1.0,0.0,0.9351,-0.0289,0.0,-0.1504,-0.293,-9.338,0
13.1,1.0,0.0,0.9536,0.0233,0.0,0.1022,-0.358,-12.104,0
13.11,1.0,0.0,0.9924,0.025,0.0,0.3597,-0.659,-14.873,0
13.12,1.0,0.0,1.0005,-0.0677,0.0,-0.0195,-0.835,-17.473,0
13.13,1.0,0.0,1.0108,-0.1352,0.0,0.146,-0.824,-20.213,0
13.14,1.0,0.0,0.9569,-0.0482,0.0,0.0329,-0.77,-22.921,0
13.15,1.0,0.0,1.0139,-0.0442,0.0,0.1512,-0.93,-25.646,0
13.16,1.0,0.0,0.9663,-0.0494,0.0,0.1936,-0.93,-28.4,0
13.17,1.0,0.0,1.0401,-0.1049,0.0,0.014,-0.978,-30.984,0
13.18,1.0,0.0,1.0346,-0.0778,0.0,-0.35,-1.076,-33.647,0
13.19,1.0,0.0,1.016,-0.0736,0.0,-0.1533,-0.924,-36.278,0
13.2,1.0,0.0,0.9402,0.0431,0.0,-0.3644,-0.59,-38.693,0
13.21,1.0,0.0,0.9573,-0.0269,0.0,-0.2324,-0.176,-41.171,0
13.22,1.0,0.0,1.0504,-0.1256,0.0,0.1412,0.037,-43.542,0
13.23,1.0,0.0,1.077,-0.1073,0.0,-0.1993,-0.022,-45.992,0
13.24,1.0,0.0,1.0544,-0.1139,0.0,0.1835,0.059,-48.447,0
13.25,1.0,0.0,1.042,-0.0283,0.0,-0.3722,0.088,-50.779,0
13.26,1.0,0.0,1.0379,0.0036,0.0,0.288,0.119,-53.039,0
13.27,1.0,0.0,0.9432,0.0981,0.0,-0.0821,0.39,-55.297,0
13.28,1.0,0.0,0.9562,0.0966,0.0,-0.0043,0.609,-57.438,0
13.29,1.0,0.0,1.0066,0.0935,0.0,-0.0314,0.6,-59.512,0
13.3,1.0,0.0,1.0587,-0.061,0.0,-0.0896,0.73,-61.551,0
13.31,1.0,0.0,1.0504,-0.0738,0.0,0.1217,0.894,-63.547,0
13.32,1.0,0.0,1.1055,-0.0433,0.0,0.2377,0.881,-65.452,0
13.33,1.0,0.0,1.0018,0.0627,0.0,-0.3503,1.148,-67.336,0
13.34,1.0,0.0,1.0004,0.0382,0.0,-0.081,1.481,-69.11,0
13.35,1.0,0.0,1.0185,0.0392,0.0,0.0812,1.66,-70.804,0
13.36,1.0,0.0,1.0507,0.0321,0.0,0.0296,1.597,-72.427,0
13.37,1.0,0.0,1.0765,-0.0663,0.0,-0.2598,1.599,-74.043,0
13.38,1.0,0.0,1.0879,-0.066,0.0,0.1912,1.624,-75.553,0
13.39,1.0,0.0,1.0837,-0.0756,0.0,-0.2297,1.707,-77.009,0
13.4,1.0,0.0,1.1439,-0.0598,0.0,-0.1332,1.618,-78.331,0
13.41,1.0,0.0,1.0925,-0.0618,0.0,-0.0572,1.658,-79.687,0
13.42,1.0,0.0,1.0802,-0.0619,0.0,0.1555,1.741,-80.888,0
13.43,1.0,0.0,1.0372,0.1262,0.0,-0.6393,1.777,-81.977,0
13.44,1.0,0.0,1.0652,0.107,0.0,0.1156,1.863,-82.989,0
13.45,1.0,0.0,1.0231,0.1317,0.0,0.0668,1.941,-83.963,0
13.46,1.0,0.0,1.1344,-0.0223,0.0,-0.0853,1.886,-84.798,0
13.47,1.0,0.0,1.1451,-0.0473,0.0,0.1005,1.69,-85.572,0
13.48,1.0,0.0,1.1289,-0.0163,0.0,0.0068,1.388,-86.257,0
13.49,1.0,0.0,1.1252,-0.0146,0.0,0.2254,0.987,-86.871,0
13.5,1.0,0.0,1.1354,-0.0086,0.0,-0.1785,0.505,-87.408,0
13.51,1.0,0.0,1.1521,-0.0493,0.0,0.1818,0.098,-87.884,0
13.52,1.0,0.0,1.0739,0.045,0.0,-0.5497,-0.205,-88.304,0
13.53,1.0,0.0,1.1257,-0.0507,0.0,-0.2099,-0.392,-88.591,0
13.54,1.0,0.0,1.116,-0.0431,0.0,0.1114,-0.605,-88.742,0
13.55,1.0,0.0,1.1712,-0.0344,0.0,0.1243,-1.016,-88.794,0
13.56,1.0,0.0,1.1389,-0.0686,0.0,0.0999,-1.275,-88.881,0
13.57,1.0,0.0,1.0995,-0.0717,0.0,-0.0964,-1.366,-88.852,0
13.58,1.0,0.0,1.1116,-0.0848,0.0,-0.4196,-1.369,-88.7,0
13.59,1.0,0.0,1.1699,-0.0748,0.0,-0.2847,-1.558,-88.366,0
13.6,1.0,0.0,1.1358,-0.0796,0.0,0.2065,-1.589,-88.07,0
13.61,1.0,0.0,1.1219,-0.0662,0.0,0.0816,-1.52,-87.658,0
13.62,1.0,0.0,1.0651,-0.0431,0.0,-0.4857,-1.182,-87.204,0
13.63,1.0,0.0,1.1292,-0.0309,0.0,-0.2639,-1.004,-86.505,0
13.64,1.0,0.0,1.0959,-0.0355,0.0,0.2242,-0.682,-85.856,0
13.65,1.0,0.0,1.0886,0.0048,0.0,-0.2014,-0.423,-85.052,0
13.66,1.0,0.0,1.0521,0.0073,0.0,0.0601,0.002,-84.214,0
13.67,1.0,0.0,1.0029,0.131,0.0,-0.4385,0.392,-83.22,0
13.68,1.0,0.0,1.0088,0.0768,0.0,-0.3977,0.901,-82.205,0
13.69,1.0,0.0,1.0245,0.0772,0.0,0.4073,1.395,-81.052,0
13.7,1.0,0.0,1.0278,0.0786,0.0,0.2978,1.731,-79.818,0
13.71,1.0,0.0,1.0503,0.0761,0.0,0.1965,1.837,-78.505,0
13.72,1.0,0.0,1.0918,0.0009,0.0,-0.0778,1.83,-77.15,0
13.73,1.0,0.0,1.1021,0.0024,0.0,0.0786,1.687,-75.688,0
13.74,1.0,0.0,1.0964,0.0301,0.0,-0.0652,1.326,-74.17,0
13.75,1.0,0.0,1.1178,0.0337,0.0,0.4479,0.867,-72.593,0
13.76,1.0,0.0,1.0596,0.0369,0.0,0.2664,0.585,-71.055,0
13.77,1.0,0.0,1.0068,0.0413,0.0,-0.5316,0.583,-69.52,0
13.78,1.0,0.0,1.0563,-0.0421,0.0,0.4447,0.779,-67.719,0
13.79,1.0,0.0,1.0648,-0.0306,0.0,0.2457,0.945,-65.845,0
13.8,1.0,0.0,1.0234,-0.0445,0.0,-0.0302,1.254,-63.984,0
13.81,1.0,0.0,0.9844,0.0129,0.0,-0.543,1.6,-61.975,0
13.82,1.0,0.0,1.0217,-0.0625,0.0,-0.1763,1.926,-59.917,0
13.83,1.0,0.0,1.0823,-0.0405,0.0,-0.1261,2.045,-57.763,0
13.84,1.0,0.0,1.0198,-0.0436,0.0,-0.3001,2.361,-55.69,0
13.85,1.0,0.0,1.0096,0.0136,0.0,-0.1314,2.646,-53.416,0
13.86,1.0,0.0,1.0781,-0.0381,0.0,-0.076,2.936,-51.075,0
13.87,1.0,0.0,1.0717,-0.0282,0.0,-0.0668,3.083,-48.73,0
13.88,1.0,0.0,1.0259,0.0403,0.0,-0.2827,3.054,-46.339,0
13.89,1.0,0.0,1.0628,0.0301,0.0,0.1282,3.003,-43.916,0
13.9,1.0,0.0,1.0482,0.0477,0.0,-0.1202,2.868,-41.473,0
13.91,1.0,0.0,1.1517,-0.079,0.0,0.3757,2.747,-38.936,0
13.92,1.0,0.0,1.0633,-0.0055,0.0,0.1127,2.775,-36.424,0
13.93,1.0,0.0,1.0064,0.05,0.0,-0.0046,2.895,-33.897,0
13.94,1.0,0.0,1.0832,-0.0257,0.0,-0.1661,2.87,-31.24,0
13.95,1.0,0.0,1.1214,-0.0317,0.0,0.2329,2.625,-28.579,0
13.96,1.0,0.0,1.1047,-0.0305,0.0,0.3285,2.291,-25.957,0
13.97,1.0,0.0,1.0892,-0.0135,0.0,0.1865,1.873,-23.295,0
13.98,1.0,0.0,1.1515,-0.0639,0.0,0.1758,1.411,-20.546,0
13.99,1.0,0.0,1.0526,0.0613,0.0,-0.5889,1.241,-17.88,0
14.0,1.0,0.0,1.0688,0.0604,0.0,-0.027,1.177,-15.142,0
14.01,1.0,0.0,1.1531,-0.0208,0.0,0.416,1.064,-12.357,0
14.02,1.0,0.0,1.1209,-0.0742,0.0,0.0786,1.252,-9.587,0
14.03,1.0,0.0,1.0989,-0.0359,0.0,-0.0336,1.341,-6.808,0
14.04,1.0,0.0,1.133,0.0086,0.0,-0.1197,1.201,-4.019,0
14.05,1.0,0.0,1.0965,-0.0044,0.0,-0.1289,1.249,-1.272,0
14.06,1.0,0.0,1.1304,-0.0539,0.0,-0.0936,1.334,1.527,0
