time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,arm_pitch_deg,fall_event
17.93,1.0,0.0,1.124,-0.0169,0.0,0.3461,-0.786,-33.97,0
17.94,1.0,0.0,1.1175,0.0789,0.0,-0.3387,-0.777,-31.38,0
17.95,1.0,0.0,1.0719,0.1301,0.0,-0.2551,-0.534,-28.777,0
17.96,1.0,0.0,1.1324,0.0259,0.0,0.0356,-0.429,-26.117,0
17.97,1.0,0.0,1.1332,-0.0158,0.0,0.1443,-0.5,-23.351,0
17.98,1.0,0.0,1.188,-0.0018,0.0,-0.0511,-0.852,-20.644,0
17.99,1.0,0.0,1.1438,-0.0844,0.0,0.1131,-1.043,-17.906,0
18.0,1.0,0.0,1.1386,-0.0267,0.0,-0.3968,-1.044,-15.176,0
18.01,1.0,0.0,1.1415,-0.0287,0.0,0.2887,-1.042,-12.434,0
18.02,1.0,0.0,1.1555,-0.0502,0.0,0.0552,-1.13,-9.636,0
18.03,1.0,0.0,1.1097,0.0136,0.0,0.0272,-0.962,-6.882,0
18.04,1.0,0.0,1.1434,0.019,0.0,-0.1292,-0.849,-4.102,0
18.05,1.0,0.0,1.1587,-0.0243,0.0,0.1182,-1.01,-1.246,0
18.06,1.0,0.0,1.1826,0.0203,0.0,-0.098,-1.454,1.547,0
18.07,1.0,0.0,1.1343,0.0455,0.0,-0.1619,-1.711,4.349,0
18.08,1.0,0.0,1.1346,-0.0262,0.0,0.1585,-1.73,7.154,0
18.09,1.0,0.0,1.1574,0.032,0.0,-0.0569,-1.933,9.921,0
18.1,1.0,0.0,1.166,-0.004,0.0,-0.1156,-2.252,12.713,0
18.11,1.0,0.0,1.1252,-0.0806,0.0,0.3043,-2.377,15.494,0
18.12,1.0,0.0,1.1592,-0.0741,0.0,-0.066,-2.669,18.202,0
18.13,1.0,0.0,1.1603,0.0074,0.0,0.2204,-3.071,20.912,0
18.14,1.0,0.0,1.1281,0.1165,0.0,-0.1284,-3.224,23.598,0
18.15,1.0,0.0,1.1309,0.1125,0.0,-0.3506,-3.29,26.255,0
18.16,1.0,0.0,1.1421,0.1003,0.0,-0.5193,-3.306,28.909,0
18.17,1.0,0.0,1.1457,0.0833,0.0,-0.2531,-3.349,31.52,0
18.18,1.0,0.0,1.0946,-0.1017,0.0,-0.0349,-3.055,34.063,0
18.19,1.0,0.0,1.0668,-0.0313,0.0,0.1652,-2.562,36.66,0
18.2,1.0,0.0,1.1202,-0.0281,0.0,0.1103,-2.337,39.167,0
18.21,1.0,0.0,1.1286,-0.0315,0.0,0.0976,-2.407,41.639,0
18.22,1.0,0.0,1.1488,-0.0335,0.0,0.1548,-2.795,44.064,0
18.23,1.0,0.0,1.1203,-0.0153,0.0,-0.2512,-3.229,46.52,0
18.24,1.0,0.0,1.1358,-0.0134,0.0,0.0516,-3.607,48.861,0
18.25,1.0,0.0,1.1032,0.1067,0.0,-0.1761,-3.736,51.2,0
18.26,1.0,0.0,1.0711,0.0475,0.0,-0.1104,-3.554,53.514,0
18.27,1.0,0.0,1.1138,0.01,0.0,0.0303,-3.488,55.7,0
18.28,1.0,0.0,1.1069,0.01,0.0,-0.0306,-3.69,57.814,0
18.29,1.0,0.0,1.0986,0.0144,0.0,0.373,-4.0,59.874,0
18.3,1.0,0.0,1.0841,0.0523,0.0,-0.1965,-4.28,61.925,0
18.31,1.0,0.0,1.0623,-0.0862,0.0,0.2863,-4.368,63.924,0
18.32,1.0,0.0,1.0469,-0.0377,0.0,-0.125,-4.238,65.859,0
18.33,1.0,0.0,1.0066,-0.0194,0.0,-0.0281,-3.903,67.705,0
18.34,1.0,0.0,1.0453,-0.0195,0.0,0.0244,-3.732,69.455,0
18.35,1.0,0.0,1.0651,0.0222,0.0,0.0715,-3.871,71.134,0
18.36,1.0,0.0,1.0715,-0.0373,0.0,0.0763,-4.176,72.774,0
18.37,1.0,0.0,1.0583,0.0587,0.0,-0.0269,-4.357,74.362,0
18.38,1.0,0.0,1.0451,0.0745,0.0,0.2232,-4.369,75.854,0
18.39,1.0,0.0,1.0281,0.0699,0.0,-0.3393,-4.305,77.295,0
18.4,1.0,0.0,1.0381,-0.0275,0.0,0.2839,-4.264,78.613,0
18.41,1.0,0.0,1.0599,-0.1478,0.0,0.2223,-4.445,79.862,0
18.42,1.0,0.0,1.0591,-0.1738,0.0,-0.0696,-4.709,81.062,0
18.43,1.0,0.0,1.0218,-0.031,0.0,-0.1333,-4.764,82.18,0
18.44,1.0,0.0,1.0069,-0.0154,0.0,-0.0775,-4.554,83.226,0
18.45,1.0,0.0,0.9632,-0.0124,0.0,-0.0605,-4.054,84.184,0
18.46,1.0,0.0,0.9882,-0.0126,0.0,-0.0564,-3.603,85.035,0
18.47,1.0,0.0,1.0048,-0.045,0.0,-0.031,-3.396,85.789,0
18.48,1.0,0.0,0.9822,-0.0979,0.0,0.4408,-3.259,86.441,0
18.49,1.0,0.0,1.0311,-0.0069,0.0,0.1291,-3.355,87.051,0
18.5,1.0,0.0,1.0133,0.1031,0.0,-0.2926,-3.518,87.588,0
18.51,1.0,0.0,1.021,0.1258,0.0,-0.4034,-3.643,88.044,0
18.52,1.0,0.0,1.0003,0.0403,0.0,0.0014,-3.556,88.391,0
18.53,1.0,0.0,0.9667,0.045,0.0,-0.2239,-3.211,88.679,0
18.54,1.0,0.0,0.9798,-0.0468,0.0,0.2757,-2.832,88.823,0
18.55,1.0,0.0,0.9633,-0.0879,0.0,-0.1499,-2.461,88.924,0
18.56,1.0,0.0,1.0069,-0.0802,0.0,-0.1996,-2.259,88.925,0
18.57,1.0,0.0,0.9683,-0.0084,0.0,-0.0355,-1.981,88.834,0
18.58,1.0,0.0,1.0226,0.071,0.0,-0.1739,-1.84,88.651,0
18.59,1.0,0.0,0.9959,0.0115,0.0,0.3726,-1.752,88.345,0
18.6,1.0,0.0,1.0038,0.0066,0.0,-0.2855,-1.681,88.045,0
18.61,1.0,0.0,0.9997,0.0112,0.0,0.1508,-1.661,87.586,0
18.62,1.0,0.0,0.9972,-0.0874,0.0,-0.1557,-1.706,87.08,0
18.63,1.0,0.0,0.959,-0.0493,0.0,-0.0671,-1.529,86.472,0
18.64,1.0,0.0,1.012,-0.0456,0.0,-0.1722,-1.503,85.781,0
18.65,1.0,0.0,1.0134,-0.0438,0.0,-0.1127,-1.759,84.981,0
18.66,1.0,0.0,1.0278,0.0491,0.0,0.3212,-2.113,84.118,0
18.67,1.0,0.0,1.0282,0.0746,0.0,-0.0514,-2.432,83.198,0
18.68,1.0,0.0,1.0195,0.0308,0.0,-0.0776,-2.716,82.18,0
18.69,1.0,0.0,0.9955,0.0391,0.0,-0.2125,-2.806,81.109,0
18.7,1.0,0.0,0.9873,0.0407,0.0,0.0459,-2.708,79.925,0
18.71,1.0,0.0,0.988,0.063,0.0,-0.0441,-2.455,78.678,0
18.72,1.0,0.0,1.0197,-0.0327,0.0,-0.1753,-2.25,77.338,0
18.73,1.0,0.0,1.0376,-0.0747,0.0,0.0593,-2.273,75.885,0
18.74,1.0,0.0,1.0318,-0.0735,0.0,-0.023,-2.472,74.384,0
18.75,1.0,0.0,0.9934,-0.075,0.0,0.0098,-2.517,72.83,0
18.76,1.0,0.0,0.9621,-0.0756,0.0,0.0171,-2.279,71.212,0
18.77,1.0,0.0,0.9737,-0.0088,0.0,-0.2788,-1.939,69.517,0
18.78,1.0,0.0,0.9815,-0.0062,0.0,0.4117,-1.606,67.793,0
18.79,1.0,0.0,1.0092,-0.0413,0.0,0.248,-1.486,65.932,0
18.8,1.0,0.0,0.9878,-0.0477,0.0,-0.1207,-1.474,64.021,0
18.81,1.0,0.0,1.0015,-0.0197,0.0,-0.4064,-1.522,62.047,0
18.82,1.0,0.0,1.0126,0.0729,0.0,0.1843,-1.551,60.005,0
18.83,1.0,0.0,0.9609,0.0157,0.0,0.1117,-1.409,57.98,0
18.84,1.0,0.0,1.0074,0.1366,0.0,-0.2131,-1.346,55.839,0
18.85,1.0,0.0,1.0185,0.1234,0.0,-0.051,-1.504,53.617,0
18.86,1.0,0.0,1.053,0.1123,0.0,-0.2668,-1.877,51.35,0
18.87,1.0,0.0,0.9955,0.1203,0.0,-0.2603,-2.006,49.034,0
18.88,1.0,0.0,1.0141,0.0532,0.0,0.2282,-2.01,46.666,0
18.89,1.0,0.0,0.9571,-0.0157,0.0,0.2492,-1.8,44.396,0
18.9,1.0,0.0,0.9757,-0.0194,0.0,-0.3027,-1.521,41.937,0
18.91,1.0,0.0,0.9751,-0.0458,0.0,0.3249,-1.244,39.433,0
18.92,1.0,0.0,0.9958,-0.0788,0.0,0.2378,-1.154,36.895,0
18.93,1.0,0.0,1.0123,-0.01,0.0,-0.3496,-1.194,34.34,0
18.94,1.0,0.0,0.9838,0.0889,0.0,-0.1638,-1.063,31.822,0
18.95,1.0,0.0,1.0199,0.0834,0.0,-0.2341,-1.159,29.151,0
18.96,1.0,0.0,1.0173,0.0851,0.0,0.2706,-1.361,26.444,0
18.97,1.0,0.0,1.0139,-0.0465,0.0,-0.115,-1.508,23.829,0
18.98,1.0,0.0,1.0364,-0.0412,0.0,0.1622,-1.749,21.086,0
18.99,1.0,0.0,1.034,0.0728,0.0,-0.0275,-1.784,18.367,0
19.0,1.0,0.0,1.0205,0.134,0.0,-0.3455,-1.708,15.631,0
19.01,1.0,0.0,1.0668,0.1063,0.0,-0.185,-1.883,12.862,0
19.02,1.0,0.0,1.0389,-0.0901,0.0,-0.0131,-1.847,10.184,0
19.03,1.0,0.0,1.027,-0.1373,0.0,0.5433,-1.64,7.388,0
19.04,1.0,0.0,1.0469,-0.133,0.0,-0.1316,-1.507,4.557,0
19.05,1.0,0.0,1.0102,-0.1415,0.0,0.2655,-1.246,1.713,0
19.06,1.0,0.0,1.0602,-0.0971,0.0,0.1641,-1.146,-1.09,0
19.07,1.0,0.0,1.071,0.1004,0.0,-0.0462,-1.056,-3.713,0
19.08,1.0,0.0,1.0526,0.14,0.0,-0.2462,-0.91,-6.54,0
19.09,1.0,0.0,1.0468,0.1362,0.0,0.1691,-0.732,-9.373,0
19.1,1.0,0.0,1.0598,0.0971,0.0,-0.0007,-0.753,-12.133,0
19.11,1.0,0.0,1.0613,-0.0872,0.0,0.4808,-0.739,-14.795,0
19.12,1.0,0.0,1.0311,-0.0893,0.0,-0.0489,-0.664,-17.59,0
19.13,1.0,0.0,1.0819,-0.0874,0.0,-0.2676,-0.793,-20.353,0
19.14,1.0,0.0,1.0621,-0.1687,0.0,0.166,-0.942,-23.043,0
19.15,1.0,0.0,1.0945,-0.0742,0.0,0.4237,-1.083,-25.733,0
19.16,1.0,0.0,1.0949,-0.0007,0.0,0.0231,-1.135,-28.415,0
19.17,1.0,0.0,1.0775,-0.0379,0.0,-0.2278,-1.146,-31.057,0
19.18,1.0,0.0,1.0922,0.0629,0.0,-0.3331,-1.07,-33.661,0
19.19,1.0,0.0,1.0911,0.0321,0.0,0.1403,-1.074,-36.199,0
19.2,1.0,0.0,1.0922,0.0304,0.0,0.0088,-1.259,-38.714,0
19.21,1.0,0.0,1.0835,0.0593,0.0,-0.2408,-1.496,-41.156,0
19.22,1.0,0.0,1.1277,-0.0217,0.0,0.0865,-1.866,-43.533,0
19.23,1.0,0.0,1.1629,0.0311,0.0,-0.1187,-2.425,-45.968,0
19.24,1.0,0.0,1.1255,0.094,0.0,-0.2378,-2.794,-48.431,0
19.25,1.0,0.0,1.1217,-0.0198,0.0,-0.0823,-3.017,-50.699,0
19.26,1.0,0.0,1.0836,-0.0163,0.0,-0.1536,-3.019,-53.061,0
19.27,1.0,0.0,1.1017,-0.0121,0.0,-0.0426,-3.124,-55.278,0
19.28,1.0,0.0,1.1328,-0.0842,0.0,0.0777,-3.422,-57.383,0
19.29,1.0,0.0,1.1128,0.0148,0.0,0.1526,-3.538,-59.449,0
19.3,1.0,0.0,1.1135,0.0159,0.0,-0.4361,-3.572,-61.572,0
19.31,1.0,0.0,1.1212,0.011,0.0,0.0648,-3.654,-63.547,0
19.32,1.0,0.0,1.0854,0.0547,0.0,0.1245,-3.53,-65.511,0
19.33,1.0,0.0,1.0874,0.0402,0.0,-0.2629,-3.315,-67.403,0
19.34,1.0,0.0,1.0847,0.0411,0.0,0.215,-3.129,-69.148,0
19.35,1.0,0.0,1.0889,0.0462,0.0,-0.2989,-3.038,-70.889,0
19.36,1.0,0.0,1.1112,0.0272,0.0,-0.0455,-3.125,-72.493,0
19.37,1.0,0.0,1.0915,-0.01,0.0,0.176,-3.192,-74.067,0
19.38,1.0,0.0,1.1021,-0.0722,0.0,-0.1085,-3.301,-75.603,0
19.39,1.0,0.0,1.0933,-0.0654,0.0,0.1825,-3.323,-77.021,0
19.4,1.0,0.0,1.0967,-0.0074,0.0,-0.6333,-3.346,-78.432,0
19.41,1.0,0.0,1.1225,-0.0135,0.0,-0.234,-3.459,-79.688,0
19.42,1.0,0.0,1.1269,-0.0111,0.0,0.1594,-3.579,-80.882,0
19.43,1.0,0.0,1.0708,-0.0921,0.0,0.1323,-3.526,-82.062,0
19.44,1.0,0.0,1.044,-0.0889,0.0,-0.0096,-3.185,-83.141,0
19.45,1.0,0.0,1.0438,-0.0297,0.0,-0.0229,-2.905,-84.047,0
19.46,1.0,0.0,1.0923,-0.0327,0.0,-0.0114,-2.868,-84.858,0
19.47,1.0,0.0,1.0973,0.0642,0.0,-0.3893,-2.962,-85.647,0
19.48,1.0,0.0,1.1208,0.0924,0.0,0.1642,-3.034,-86.336,0
19.49,1.0,0.0,1.0363,-0.0331,0.0,0.5197,-2.863,-86.981,0
19.5,1.0,0.0,1.044,-0.047,0.0,-0.0762,-2.6,-87.551,0
19.51,1.0,0.0,1.0459,-0.0483,0.0,-0.1081,-2.333,-88.009,0
19.52,1.0,0.0,1.0741,-0.0464,0.0,-0.0734,-2.196,-88.32,0
19.53,1.0,0.0,1.1155,0.0963,0.0,-0.23,-2.265,-88.544,0
19.54,1.0,0.0,1.0773,0.0521,0.0,0.4247,-2.235,-88.734,0
19.55,1.0,0.0,1.0711,0.0542,0.0,-0.22,-2.159,-88.876,0
19.56,1.0,0.0,1.0273,0.0559,0.0,-0.1665,-1.894,-88.947,0
19.57,1.0,0.0,1.029,-0.0445,0.0,0.2018,-1.657,-88.816,0
19.58,1.0,0.0,0.9507,-0.1483,0.0,0.3308,-1.202,-88.687,0
19.59,1.0,0.0,1.0114,-0.1666,0.0,0.1889,-0.818,-88.377,0
19.6,1.0,0.0,1.0021,-0.0415,0.0,-0.3233,-0.477,-88.057,0
19.61,1.0,0.0,1.0371,-0.0134,0.0,-0.3803,-0.283,-87.562,0
19.62,1.0,0.0,1.0478,-0.0156,0.0,0.0898,-0.192,-87.019,0
19.63,1.0,0.0,1.0353,-0.0148,0.0,-0.346,-0.111,-86.448,0
19.64,1.0,0.0,1.0343,0.0596,0.0,0.0041,0.012,-85.767,0
19.65,1.0,0.0,0.9649,0.0077,0.0,0.2318,0.404,-85.054,0
19.66,1.0,0.0,1.0328,0.0038,0.0,0.0647,0.669,-84.137,0
19.67,1.0,0.0,1.0311,-0.0004,0.0,0.0419,0.719,-83.14,0
19.68,1.0,0.0,1.0535,-0.0394,0.0,0.0692,0.524,-82.058,0
19.69,1.0,0.0,0.9785,-0.1512,0.0,0.3159,0.481,-81.015,0
19.7,1.0,0.0,1.0105,-0.0647,0.0,-0.2124,0.539,-79.861,0
19.71,1.0,0.0,0.9767,0.0341,0.0,-0.1438,0.767,-78.681,0
19.72,1.0,0.0,1.018,0.0318,0.0,-0.2978,0.898,-77.274,0
19.73,1.0,0.0,1.0497,0.029,0.0,-0.2041,0.761,-75.781,0
19.74,1.0,0.0,1.0474,-0.0151,0.0,0.1723,0.528,-74.26,0
19.75,1.0,0.0,1.1,0.0923,0.0,-0.1843,0.175,-72.669,0
19.76,1.0,0.0,1.0485,0.0339,0.0,0.1864,-0.093,-71.048,0
19.77,1.0,0.0,1.0148,-0.0657,0.0,0.1368,-0.184,-69.386,0
19.78,1.0,0.0,1.0049,-0.0875,0.0,-0.1486,-0.241,-67.622,0
19.79,1.0,0.0,1.0641,-0.0789,0.0,-0.4076,-0.496,-65.745,0
19.8,1.0,0.0,1.057,-0.0421,0.0,-0.0276,-0.783,-63.827,0
19.81,1.0,0.0,1.0586,-0.0424,0.0,0.341,-1.098,-61.853,0
19.82,1.0,0.0,1.0478,-0.0894,0.0,-0.0395,-1.349,-59.812,0
19.83,1.0,0.0,1.0283,-0.0786,0.0,0.2308,-1.358,-57.731,0
19.84,1.0,0.0,1.0414,-0.0061,0.0,-0.3195,-1.238,-55.607,0
19.85,1.0,0.0,1.0441,-0.0102,0.0,-0.0041,-1.083,-53.406,0
19.86,1.0,0.0,1.0563,-0.0099,0.0,-0.1132,-1.096,-51.095,0
19.87,1.0,0.0,1.0922,0.0618,0.0,-0.0157,-1.294,-48.749,0
19.88,1.0,0.0,1.0636,0.1018,0.0,-0.0545,-1.297,-46.43,0
19.89,1.0,0.0,1.0721,0.0319,0.0,0.1279,-1.234,-43.968,0
19.9,1.0,0.0,1.0898,0.0436,0.0,-0.3383,-1.189,-41.538,0
19.91,1.0,0.0,1.0876,0.0411,0.0,0.1996,-1.19,-39.048,0
19.92,1.0,0.0,1.097,-0.0412,0.0,-0.0993,-1.27,-36.477,0
19.93,1.0,0.0,1.054,-0.085,0.0,0.1781,-1.152,-33.936,0
19.94,1.0,0.0,1.1239,0.0217,0.0,-0.2583,-1.144,-31.305,0
19.95,1.0,0.0,1.0941,0.0492,0.0,0.0053,-0.931,-28.689,0
19.96,1.0,0.0,1.1325,0.0435,0.0,-0.1485,-0.821,-26.017,0
19.97,1.0,0.0,1.1507,0.0408,0.0,-0.063,-0.992,-23.313,0
19.98,1.0,0.0,1.1484,0.039,0.0,0.2898,-1.257,-20.632,0
19.99,1.0,0.0,1.1227,-0.0264,0.0,0.1965,-1.312,-17.845,0
20.0,1.0,0.0,1.1412,-0.0159,0.0,-0.3155,-1.323,-15.132,0
20.01,1.0,0.0,1.1142,0.1025,0.0,-0.313,-1.115,-12.392,0
20.02,1.0,0.0,1.1242,0.1031,0.0,0.0935,-0.814,-9.648,0
20.03,1.0,0.0,1.1285,-0.0125,0.0,0.1443,-0.689,-6.784,0
20.04,1.0,0.0,1.1128,-0.0934,0.0,0.1111,-0.53,-4.009,0
20.05,1.0,0.0,1.1406,-0.0936,0.0,0.1318,-0.551,-1.215,0
20.06,1.0,0.0,1.1863,-0.0792,0.0,0.1038,-0.885,1.562,0
20.07,1.0,0.0,1.1695,0.0712,0.0,0.0421,-1.005,4.228,0
20.08,1.0,0.0,1.1243,0.0714,0.0,0.0174,-0.755,7.016,0
20.09,1.0,0.0,1.1712,0.0638,0.0,-0.0,-0.679,9.804,0
20.1,1.0,0.0,1.1817,0.0736,0.0,0.0698,-0.875,12.625,0
20.11,1.0,0.0,1.1229,-0.0141,0.0,0.2438,-0.849,15.378,0
20.12,1.0,0.0,1.138,0.0018,0.0,-0.3034,-0.726,18.12,0
20.13,1.0,0.0,1.121,-0.0246,0.0,0.1905,-0.66,20.834,0
20.14,1.0,0.0,1.1103,0.0102,0.0,-0.3579,-0.588,23.552,0
20.15,1.0,0.0,1.0962,0.0688,0.0,-0.1928,-0.51,26.18,0
20.16,1.0,0.0,1.1006,0.0136,0.0,0.1882,-0.501,28.764,0
20.17,1.0,0.0,1.1261,0.0965,0.0,-0.0165,-0.817,31.354,0
20.18,1.0,0.0,1.1035,0.1306,0.0,-0.4313,-1.142,34.023,0
20.19,1.0,0.0,1.1249,0.1229,0.0,-0.8604,-1.477,36.604,0
20.2,1.0,0.0,1.1334,0.1357,0.0,-0.3408,-1.782,39.111,0
20.21,1.0,0.0,1.1272,0.0672,0.0,-0.0683,-2.071,41.614,0
20.22,1.0,0.0,1.0617,-0.0182,0.0,0.2614,-2.063,44.018,0
20.23,1.0,0.0,1.1171,-0.0379,0.0,0.1209,-2.161,46.429,0
20.24,1.0,0.0,1.074,-0.0432,0.0,0.1503,-2.22,48.792,0
20.25,1.0,0.0,1.1062,-0.0464,0.0,-0.0111,-2.354,51.108,0
20.26,1.0,0.0,1.1075,-0.0192,0.0,0.1378,-2.657,53.354,0
20.27,1.0,0.0,1.0602,-0.0008,0.0,-0.0165,-2.774,55.604,0
20.28,1.0,0.0,1.0013,-0.0684,0.0,0.2043,-2.509,57.741,0
20.29,1.0,0.0,1.0009,-0.0376,0.0,-0.4334,-2.152,59.875,0
20.3,1.0,0.0,1.0494,-0.0415,0.0,-0.3276,-2.1,61.89,0
20.31,1.0,0.0,1.0521,-0.033,0.0,0.2197,-2.156,63.834,0
20.32,1.0,0.0,1.075,-0.0352,0.0,0.0616,-2.448,65.737,0
20.33,1.0,0.0,1.0909,-0.0215,0.0,0.1159,-3.019,67.568,0
20.34,1.0,0.0,1.0421,0.0547,0.0,0.1028,-3.396,69.363,0
20.35,1.0,0.0,1.043,0.0036,0.0,-0.0707,-3.664,71.091,0
20.36,1.0,0.0,1.0096,0.0127,0.0,-0.328,-3.807,72.761,0
20.37,1.0,0.0,1.0045,0.0179,0.0,0.142,-3.844,74.309,0
20.38,1.0,0.0,1.0048,0.0327,0.0,0.4142,-3.877,75.794,0
20.39,1.0,0.0,0.9773,0.0982,0.0,-0.0806,-3.863,77.224,0
20.4,1.0,0.0,0.989,0.0657,0.0,-0.1334,-3.88,78.588,0
20.41,1.0,0.0,0.9503,-0.0831,0.0,-0.047,-3.674,79.869,0
20.42,1.0,0.0,0.9915,-0.1005,0.0,0.0152,-3.625,81.038,0
20.43,1.0,0.0,1.0132,-0.0967,0.0,-0.1467,-3.867,82.14,0
20.44,1.0,0.0,1.0158,0.0333,0.0,0.2753,-4.215,83.143,0
20.45,1.0,0.0,1.0271,0.0196,0.0,0.0422,-4.567,84.117,0
20.46,1.0,0.0,0.9966,0.0573,0.0,-0.0181,-4.831,84.984,0
20.47,1.0,0.0,0.9974,-0.0672,0.0,0.2449,-5.037,85.761,0
20.48,1.0,0.0,0.9968,-0.0073,0.0,-0.3891,-5.137,86.487,0
20.49,1.0,0.0,0.9572,0.0896,0.0,-0.0604,-5.097,87.077,0
20.5,1.0,0.0,0.9991,0.091,0.0,0.0729,-5.251,87.582,0
20.51,1.0,0.0,0.9334,0.0918,0.0,0.0395,-5.316,88.033,0
20.52,1.0,0.0,0.9781,0.0651,0.0,0.0152,-5.451,88.386,0
20.53,1.0,0.0,0.9379,-0.0192,0.0,-0.2225,-5.435,88.667,0
20.54,1.0,0.0,0.9785,-0.0726,0.0,0.48,-5.4,88.802,0
20.55,1.0,0.0,0.99,-0.074,0.0,-0.0317,-5.535,88.913,0
20.56,1.0,0.0,0.9447,-0.0779,0.0,0.1249,-5.552,88.922,0
20.57,1.0,0.0,0.9526,-0.0314,0.0,0.2984,-5.493,88.829,0
20.58,1.0,0.0,0.9574,-0.0096,0.0,-0.0038,-5.475,88.673,0
20.59,1.0,0.0,0.9344,0.1513,0.0,0.1461,-5.27,88.415,0
20.6,1.0,0.0,0.9398,0.0334,0.0,-0.2415,-4.997,88.078,0
20.61,1.0,0.0,0.9856,0.0364,0.0,-0.1755,-4.956,87.63,0
20.62,1.0,0.0,0.9563,0.0399,0.0,0.0911,-5.006,87.086,0
20.63,1.0,0.0,0.9648,0.0416,0.0,0.1519,-5.16,86.475,0
20.64,1.0,0.0,0.9528,0.0858,0.0,-0.343,-5.335,85.807,0
20.65,1.0,0.0,0.9583,0.1388,0.0,-0.1415,-5.333,85.038,0
20.66,1.0,0.0,1.0083,0.0391,0.0,0.1375,-5.515,84.171,0
20.67,1.0,0.0,0.9782,0.0067,0.0,-0.4343,-5.785,83.248,0
20.68,1.0,0.0,0.9831,0.016,0.0,0.1453,-6.082,82.197,0
20.69,1.0,0.0,0.9341,0.0138,0.0,-0.0513,-6.173,81.118,0
20.7,1.0,0.0,0.9102,0.0135,0.0,-0.0706,-5.983,79.954,0
20.71,1.0,0.0,0.9328,-0.1031,0.0,0.1893,-5.691,78.683,0
20.72,1.0,0.0,0.9529,-0.0685,0.0,-0.0211,-5.449,77.345,0
20.73,1.0,0.0,0.9888,-0.0247,0.0,-0.1831,-5.438,75.916,0
20.74,1.0,0.0,0.9692,-0.0198,0.0,0.3049,-5.503,74.39,0
20.75,1.0,0.0,0.9529,-0.0255,0.0,-0.0905,-5.61,72.835,0
20.76,1.0,0.0,0.9384,-0.0005,0.0,-0.0788,-5.529,71.225,0
20.77,1.0,0.0,0.9313,-0.0236,0.0,-0.0478,-5.18,69.601,0
20.78,1.0,0.0,0.9648,-0.0254,0.0,-0.0542,-5.015,67.786,0
20.79,1.0,0.0,0.9363,-0.022,0.0,0.2852,-4.938,65.904,0
20.8,1.0,0.0,0.9638,0.0328,0.0,-0.1622,-4.906,64.033,0
20.81,1.0,0.0,0.995,0.0356,0.0,-0.118,-5.078,62.037,0
20.82,1.0,0.0,0.9355,0.0399,0.0,-0.1389,-5.079,60.008,0
20.83,1.0,0.0,0.9332,0.0014,0.0,-0.1503,-4.79,57.931,0
20.84,1.0,0.0,0.9384,-0.0351,0.0,-0.1435,-4.249,55.951,0
20.85,1.0,0.0,0.9345,-0.0069,0.0,-0.0319,-3.721,53.691,0
20.86,1.0,0.0,0.9664,-0.0067,0.0,0.0627,-3.539,51.376,0
20.87,1.0,0.0,0.9598,-0.0071,0.0,0.076,-3.656,49.023,0
20.88,1.0,0.0,0.9407,-0.049,0.0,0.1171,-3.73,46.681,0
20.89,1.0,0.0,0.9393,-0.0187,0.0,0.1588,-3.491,44.331,0
20.9,1.0,0.0,0.9566,0.0332,0.0,-0.1227,-3.408,41.864,0
20.91,1.0,0.0,0.9976,-0.0451,0.0,-0.165,-3.563,39.398,0
20.92,1.0,0.0,0.9898,-0.0727,0.0,0.2975,-3.71,36.861,0
20.93,1.0,0.0,0.9927,-0.0021,0.0,-0.2663,-3.825,34.308,0
20.94,1.0,0.0,0.9903,-0.0048,0.0,0.2618,-3.852,31.681,0
20.95,1.0,0.0,0.9955,0.081,0.0,-0.2852,-3.813,29.078,0
20.96,1.0,0.0,1.0201,-0.0275,0.0,0.1081,-3.674,26.468,0
20.97,1.0,0.0,0.9855,-0.0823,0.0,0.105,-3.269,23.804,0
20.98,1.0,0.0,1.037,-0.0087,0.0,-0.0204,-3.05,21.077,0
20.99,1.0,0.0,1.0224,0.0556,0.0,-0.2194,-2.917,18.359,0
21.0,1.0,0.0,1.0309,0.054,0.0,0.2014,-2.88,15.58,0
21.01,1.0,0.0,1.0128,0.0538,0.0,-0.3182,-2.883,12.801,0
21.02,1.0,0.0,1.025,0.1151,0.0,0.3539,-2.875,10.018,0
21.03,1.0,0.0,1.0498,0.0752,0.0,-0.2477,-2.828,7.462,0
21.04,1.0,0.0,1.0579,0.0305,0.0,-0.2582,-2.728,4.662,0
21.05,1.0,0.0,1.0385,0.0472,0.0,0.1314,-2.635,1.797,0
21.06,1.0,0.0,1.0682,-0.0218,0.0,0.1421,-2.72,-0.985,0
21.07,1.0,0.0,1.0606,-0.0455,0.0,-0.1081,-2.849,-3.782,0
21.08,1.0,0.0,1.0647,0.0232,0.0,0.2074,-2.988,-6.598,0
21.09,1.0,0.0,1.0604,0.0054,0.0,0.1348,-2.861,-9.334,0
21.1,1.0,0.0,1.0936,-0.0029,0.0,0.106,-2.856,-12.122,0
21.11,1.0,0.0,1.1136,0.0019,0.0,0.1107,-2.984,-14.743,0
21.12,1.0,0.0,1.0814,0.0198,0.0,-0.2163,-2.979,-17.549,0
21.13,1.0,0.0,1.0835,0.0158,0.0,0.3191,-2.915,-20.333,0
21.14,1.0,0.0,1.0661,0.0139,0.0,-0.2099,-2.76,-23.114,0
