time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,l_sho_pitch_deg,r_sho_pitch_deg,fall_event
14.94,0.5,0.0,0.5852,0.0328,0.0,0.0667,2.755,31.659,-31.186,0
14.95,0.5,0.0,0.5374,0.0511,0.0,0.0576,2.76,29.031,-28.564,0
14.96,0.5,0.0,0.6017,-0.0756,0.0,-0.0182,2.786,26.455,-25.812,0
14.97,0.5,0.0,0.6319,-0.0587,0.0,0.1491,2.758,23.744,-23.156,0
14.98,0.5,0.0,0.5603,-0.0126,0.0,0.2764,2.817,21.029,-20.454,0
14.99,0.5,0.0,0.6123,0.0144,0.0,0.3002,2.752,18.295,-17.746,0
15.0,0.5,0.0,0.559,0.0135,0.0,-0.0982,2.834,15.571,-15.057,0
15.01,0.5,0.0,0.5926,-0.0284,0.0,0.2919,3.009,12.825,-12.28,0
15.02,0.5,0.0,0.6083,-0.0077,0.0,-0.0518,3.056,10.034,-9.533,0
15.03,0.5,0.0,0.5159,0.0547,0.0,-0.067,3.145,7.261,-6.709,0
15.04,0.5,0.0,0.6083,0.0279,0.0,-0.001,3.044,4.489,-3.955,0
15.05,0.5,0.0,0.626,-0.0439,0.0,-0.0692,3.056,1.746,-1.122,0
15.06,0.5,0.0,0.6208,-0.0359,0.0,-0.1791,3.172,-1.015,1.71,0
15.07,0.5,0.0,0.6116,0.0337,0.0,-0.0991,3.37,-3.839,4.522,0
15.08,0.5,0.0,0.5479,0.0635,0.0,-0.0046,3.699,-6.65,7.303,0
15.09,0.5,0.0,0.5867,-0.0351,0.0,0.1305,4.107,-9.385,10.111,0
15.1,0.5,0.0,0.625,-0.019,0.0,0.01,4.304,-12.179,12.81,0
15.11,0.5,0.0,0.5517,0.0106,0.0,-0.1886,4.692,-14.986,15.542,0
15.12,0.5,0.0,0.6126,-0.0177,0.0,-0.0552,4.938,-17.691,18.24,0
15.13,0.5,0.0,0.6137,-0.066,0.0,-0.1729,5.133,-20.387,21.002,0
15.14,0.5,0.0,0.6758,-0.0483,0.0,-0.1376,5.081,-23.095,23.65,0
15.15,0.5,0.0,0.5769,0.0255,0.0,-0.246,5.074,-25.773,26.362,0
15.16,0.5,0.0,0.6276,-0.0034,0.0,-0.0047,5.049,-28.374,29.033,0
15.17,0.5,0.0,0.6365,-0.0717,0.0,0.1268,5.019,-30.989,31.68,0
15.18,0.5,0.0,0.6983,-0.0527,0.0,0.1899,4.791,-33.606,34.221,0
15.19,0.5,0.0,0.6234,-0.0324,0.0,0.0731,4.772,-36.259,36.776,0
15.2,0.5,0.0,0.6368,-0.092,0.0,0.0884,4.849,-38.773,39.294,0
15.21,0.5,0.0,0.6938,-0.0757,0.0,0.1085,4.734,-41.252,41.746,0
15.22,0.5,0.0,0.6428,-0.0814,0.0,-0.2707,4.765,-43.778,44.187,0
15.23,0.5,0.0,0.6329,-0.0662,0.0,-0.0864,4.89,-46.18,46.604,0
15.24,0.5,0.0,0.6778,-0.0749,0.0,-0.1482,5.011,-48.523,48.966,0
15.25,0.5,0.0,0.6324,-0.0746,0.0,-0.2913,5.205,-50.829,51.259,0
15.26,0.5,0.0,0.6769,-0.0586,0.0,0.1424,5.371,-53.101,53.531,0
15.27,0.5,0.0,0.6511,-0.076,0.0,0.0172,5.595,-55.326,55.707,0
15.28,0.5,0.0,0.6956,-0.0295,0.0,0.0202,5.583,-57.437,57.834,0
15.29,0.5,0.0,0.6316,-0.0025,0.0,0.018,5.566,-59.561,59.915,0
15.3,0.5,0.0,0.563,0.1058,0.0,0.1336,5.583,-61.55,61.942,0
15.31,0.5,0.0,0.6144,-0.0116,0.0,0.0288,5.538,-63.519,63.879,0
15.32,0.5,0.0,0.6875,0.0084,0.0,0.1424,5.212,-65.394,65.782,0
15.33,0.5,0.0,0.6023,0.0442,0.0,0.0913,4.962,-67.312,67.615,0
15.34,0.5,0.0,0.6401,0.0007,0.0,0.1789,4.796,-69.117,69.388,0
15.35,0.5,0.0,0.657,0.0096,0.0,-0.0721,4.539,-70.85,71.079,0
15.36,0.5,0.0,0.6513,-0.0161,0.0,0.0891,4.434,-72.571,72.74,0
15.37,0.5,0.0,0.6126,0.026,0.0,-0.133,4.399,-74.174,74.29,0
15.38,0.5,0.0,0.6132,0.0294,0.0,-0.0079,4.425,-75.637,75.751,0
15.39,0.5,0.0,0.6198,-0.0195,0.0,0.1132,4.468,-77.063,77.149,0
15.4,0.5,0.0,0.6562,0.0163,0.0,0.1663,4.313,-78.371,78.511,0
15.41,0.5,0.0,0.597,0.0039,0.0,0.0653,4.36,-79.744,79.782,0
15.42,0.5,0.0,0.6553,-0.0629,0.0,-0.1029,4.291,-80.878,80.937,0
15.43,0.5,0.0,0.68,-0.0089,0.0,-0.1724,3.945,-81.944,82.056,0
15.44,0.5,0.0,0.6281,0.034,0.0,0.0351,3.699,-83.01,83.093,0
15.45,0.5,0.0,0.6199,0.059,0.0,-0.2527,3.496,-83.971,84.044,0
15.46,0.5,0.0,0.6458,-0.0181,0.0,-0.1281,3.306,-84.85,84.853,0
15.47,0.5,0.0,0.6612,0.014,0.0,-0.1377,3.047,-85.639,85.646,0
15.48,0.5,0.0,0.5702,0.0649,0.0,-0.13,2.893,-86.358,86.321,0
15.49,0.5,0.0,0.6487,-0.0033,0.0,0.2454,2.697,-86.939,86.941,0
15.5,0.5,0.0,0.6364,0.0385,0.0,-0.3437,2.298,-87.449,87.446,0
15.51,0.5,0.0,0.6207,0.027,0.0,0.0976,2.078,-87.969,87.937,0
15.52,0.5,0.0,0.6078,0.0421,0.0,-0.1074,1.923,-88.345,88.268,0
15.53,0.5,0.0,0.6672,-0.0658,0.0,0.0548,1.974,-88.672,88.517,0
15.54,0.5,0.0,0.6846,-0.1245,0.0,0.1665,2.037,-88.837,88.663,0
15.55,0.5,0.0,0.6382,0.0115,0.0,-0.0866,1.941,-88.856,88.738,0
15.56,0.5,0.0,0.578,0.005,0.0,-0.1016,2.043,-88.938,88.762,0
15.57,0.5,0.0,0.6085,0.0072,0.0,0.3446,2.141,-88.795,88.724,0
15.58,0.5,0.0,0.6082,-0.077,0.0,-0.2526,2.36,-88.701,88.485,0
15.59,0.5,0.0,0.6675,-0.0602,0.0,-0.2414,2.385,-88.372,88.27,0
15.6,0.5,0.0,0.6316,-0.0627,0.0,-0.0184,2.411,-88.025,87.929,0
15.61,0.5,0.0,0.6538,-0.0211,0.0,0.0294,2.371,-87.567,87.508,0
15.62,0.5,0.0,0.585,0.0427,0.0,-0.1114,2.459,-87.05,86.925,0
15.63,0.5,0.0,0.5879,-0.0114,0.0,-0.1279,2.56,-86.439,86.295,0
15.64,0.5,0.0,0.6563,-0.0015,0.0,-0.0226,2.446,-85.692,85.648,0
15.65,0.5,0.0,0.5729,0.0188,0.0,-0.1545,2.48,-84.996,84.879,0
15.66,0.5,0.0,0.5911,-0.0507,0.0,-0.1114,2.592,-84.137,84.002,0
15.67,0.5,0.0,0.6482,-0.034,0.0,-0.0472,2.493,-83.137,83.097,0
15.68,0.5,0.0,0.5934,-0.0439,0.0,-0.0345,2.542,-82.183,82.086,0
15.69,0.5,0.0,0.6283,-0.0244,0.0,0.0849,2.585,-81.061,81.013,0
15.7,0.5,0.0,0.5243,0.0043,0.0,-0.3773,2.889,-79.956,79.799,0
15.71,0.5,0.0,0.5704,0.0046,0.0,0.089,3.069,-78.586,78.564,0
15.72,0.5,0.0,0.586,0.0637,0.0,-0.108,2.964,-77.185,77.223,0
15.73,0.5,0.0,0.5623,0.038,0.0,-0.3478,2.909,-75.778,75.773,0
15.74,0.5,0.0,0.6089,-0.0088,0.0,0.0835,2.876,-74.266,74.294,0
15.75,0.5,0.0,0.5964,0.065,0.0,0.1654,2.808,-72.69,72.743,0
15.76,0.5,0.0,0.5737,0.0349,0.0,0.1383,2.881,-71.093,71.11,0
15.77,0.5,0.0,0.5727,0.103,0.0,0.0039,2.852,-69.336,69.403,0
15.78,0.5,0.0,0.5126,0.0962,0.0,0.0867,3.058,-67.643,67.648,0
15.79,0.5,0.0,0.5047,0.1207,0.0,0.3003,3.313,-65.771,65.819,0
15.8,0.5,0.0,0.596,0.0007,0.0,-0.1479,3.413,-63.789,63.861,0
15.81,0.5,0.0,0.6112,-0.0485,0.0,0.1006,3.431,-61.798,61.901,0
15.82,0.5,0.0,0.5977,0.0123,0.0,-0.374,3.299,-59.745,59.847,0
15.83,0.5,0.0,0.5843,0.0003,0.0,0.0865,3.377,-57.727,57.823,0
15.84,0.5,0.0,0.6184,-0.0687,0.0,-0.02,3.522,-55.545,55.661,0
15.85,0.5,0.0,0.6657,-0.0399,0.0,-0.0324,3.424,-53.294,53.455,0
15.86,0.5,0.0,0.6055,-0.0451,0.0,-0.006,3.557,-51.12,51.229,0
15.87,0.5,0.0,0.649,-0.0967,0.0,-0.3223,3.738,-48.762,48.942,0
15.88,0.5,0.0,0.6114,-0.0942,0.0,-0.369,4.023,-46.368,46.604,0
15.89,0.5,0.0,0.6839,-0.0765,0.0,-0.1973,4.074,-43.922,44.19,0
15.9,0.5,0.0,0.6471,-0.0722,0.0,0.0568,4.09,-41.492,41.774,0
15.91,0.5,0.0,0.6685,-0.0129,0.0,-0.0005,3.951,-38.965,39.28,0
15.92,0.5,0.0,0.641,-0.0506,0.0,-0.1822,3.987,-36.505,36.765,0
15.93,0.5,0.0,0.5958,0.0336,0.0,-0.162,4.081,-33.902,34.23,0
15.94,0.5,0.0,0.6575,-0.0331,0.0,-0.2094,4.152,-31.236,31.694,0
15.95,0.5,0.0,0.6395,-0.0564,0.0,-0.2226,4.263,-28.599,29.093,0
15.96,0.5,0.0,0.6835,-0.0292,0.0,0.0808,4.292,-25.963,26.443,0
15.97,0.5,0.0,0.6186,0.003,0.0,0.1455,4.396,-23.294,23.784,0
15.98,0.5,0.0,0.6744,0.0127,0.0,0.0543,4.313,-20.587,21.026,0
15.99,0.5,0.0,0.6329,-0.0122,0.0,-0.2154,4.395,-17.917,18.298,0
16.0,0.5,0.0,0.693,-0.1252,0.0,-0.0528,4.588,-15.103,15.63,0
16.01,0.5,0.0,0.7469,-0.1044,0.0,-0.0083,4.568,-12.354,12.842,0
16.02,0.5,0.0,0.6962,-0.0997,0.0,0.0669,4.699,-9.625,10.071,0
16.03,0.5,0.0,0.6438,-0.0117,0.0,-0.4377,4.716,-6.768,7.312,0
16.04,0.5,0.0,0.6553,0.0379,0.0,-0.1695,4.827,-4.0,4.558,0
16.05,0.5,0.0,0.6404,0.0118,0.0,-0.1756,4.963,-1.211,1.789,0
16.06,0.5,0.0,0.6201,0.048,0.0,0.1771,5.161,1.587,-0.951,0
16.07,0.5,0.0,0.6808,-0.0647,0.0,-0.0005,5.375,4.452,-3.688,0
16.08,0.5,0.0,0.7277,-0.0324,0.0,0.0513,5.377,7.206,-6.519,0
16.09,0.5,0.0,0.6884,-0.0224,0.0,0.2752,5.397,9.954,-9.305,0
16.1,0.5,0.0,0.6288,0.0128,0.0,-0.1548,5.48,12.73,-12.078,0
16.11,0.5,0.0,0.6821,0.0149,0.0,0.1712,5.41,15.477,-14.865,0
16.12,0.5,0.0,0.6384,0.0219,0.0,0.0164,5.312,18.181,-17.609,0
16.13,0.5,0.0,0.7449,-0.0638,0.0,0.1389,5.21,20.965,-20.285,0
16.14,0.5,0.0,0.681,-0.0516,0.0,-0.3363,5.199,23.687,-22.948,0
16.15,0.5,0.0,0.7362,-0.0377,0.0,0.085,5.104,26.313,-25.658,0
16.16,0.5,0.0,0.7055,-0.0527,0.0,-0.3992,5.071,28.977,-28.352,0
16.17,0.5,0.0,0.7333,-0.0209,0.0,-0.0546,5.007,31.581,-30.995,0
16.18,0.5,0.0,0.654,0.0273,0.0,-0.0933,5.023,34.159,-33.589,0
16.19,0.5,0.0,0.6548,-0.011,0.0,-0.0791,5.104,36.74,-36.111,0
16.2,0.5,0.0,0.7284,0.0053,0.0,0.1612,4.876,39.22,-38.642,0
16.21,0.5,0.0,0.7402,-0.0657,0.0,0.1685,4.69,41.72,-41.167,0
16.22,0.5,0.0,0.8068,-0.1158,0.0,0.334,4.329,44.187,-43.567,0
16.23,0.5,0.0,0.6845,0.0486,0.0,-0.3553,3.914,46.444,-45.795,0
16.24,0.5,0.0,0.6406,0.0689,0.0,-0.025,3.93,48.809,-48.279,0
16.25,0.5,0.0,0.7121,-0.0161,0.0,0.3653,3.945,51.157,-50.58,0
16.26,0.5,0.0,0.729,-0.0024,0.0,0.224,3.808,53.403,-52.858,0
16.27,0.5,0.0,0.6527,0.0442,0.0,0.1864,3.889,55.624,-55.153,0
16.28,0.5,0.0,0.6436,0.0741,0.0,-0.1715,4.01,57.801,-57.308,0
16.29,0.5,0.0,0.6129,0.0847,0.0,0.0139,4.14,59.87,-59.448,0
16.3,0.5,0.0,0.6949,-0.0501,0.0,0.0243,4.236,61.952,-61.414,0
16.31,0.5,0.0,0.722,-0.0194,0.0,-0.0781,4.141,63.905,-63.396,0
16.32,0.5,0.0,0.668,-0.0271,0.0,-0.166,4.268,65.729,-65.349,0
16.33,0.5,0.0,0.7406,-0.094,0.0,0.1749,4.373,67.588,-67.2,0
16.34,0.5,0.0,0.7626,-0.0795,0.0,-0.0876,4.279,69.375,-68.969,0
16.35,0.5,0.0,0.662,0.0208,0.0,-0.2116,4.226,71.078,-70.72,0
16.36,0.5,0.0,0.7353,-0.0651,0.0,0.1623,4.224,72.736,-72.359,0
16.37,0.5,0.0,0.686,-0.0077,0.0,-0.1382,4.234,74.314,-73.97,0
16.38,0.5,0.0,0.6842,-0.0206,0.0,0.0578,4.299,75.796,-75.531,0
16.39,0.5,0.0,0.6894,-0.0121,0.0,0.0826,4.363,77.226,-76.998,0
16.4,0.5,0.0,0.6493,0.0483,0.0,-0.0573,4.335,78.555,-78.323,0
16.41,0.5,0.0,0.6346,0.0323,0.0,-0.1048,4.374,79.818,-79.59,0
16.42,0.5,0.0,0.6723,-0.0606,0.0,0.1481,4.39,81.015,-80.753,0
16.43,0.5,0.0,0.7383,-0.0451,0.0,0.1769,4.179,82.124,-81.835,0
16.44,0.5,0.0,0.6843,-0.0579,0.0,0.161,4.128,83.166,-82.99,0
16.45,0.5,0.0,0.6988,-0.0217,0.0,-0.2058,3.989,84.116,-83.876,0
16.46,0.5,0.0,0.6823,-0.0291,0.0,0.1563,3.929,84.973,-84.861,0
16.47,0.5,0.0,0.6986,0.0341,0.0,-0.148,3.745,85.754,-85.567,0
16.48,0.5,0.0,0.7323,-0.0591,0.0,-0.0872,3.706,86.467,-86.306,0
16.49,0.5,0.0,0.7403,-0.1027,0.0,-0.0173,3.635,87.067,-86.908,0
16.5,0.5,0.0,0.7092,0.0034,0.0,-0.2452,3.53,87.575,-87.379,0
16.51,0.5,0.0,0.6216,0.0417,0.0,-0.2713,3.526,88.001,-87.898,0
16.52,0.5,0.0,0.6649,0.0109,0.0,-0.0368,3.562,88.338,-88.266,0
16.53,0.5,0.0,0.6229,-0.0015,0.0,-0.2086,3.583,88.608,-88.513,0
16.54,0.5,0.0,0.6886,0.0086,0.0,-0.0833,3.439,88.786,-88.657,0
16.55,0.5,0.0,0.6417,0.0259,0.0,-0.2243,3.294,88.865,-88.807,0
16.56,0.5,0.0,0.6851,-0.0741,0.0,-0.2501,3.153,88.875,-88.755,0
16.57,0.5,0.0,0.7104,-0.0873,0.0,0.0332,2.959,88.782,-88.674,0
16.58,0.5,0.0,0.6766,-0.0142,0.0,-0.0176,2.779,88.611,-88.542,0
16.59,0.5,0.0,0.6156,0.0082,0.0,-0.1813,2.679,88.34,-88.3,0
16.6,0.5,0.0,0.6602,0.0166,0.0,0.2726,2.559,87.994,-88.005,0
16.61,0.5,0.0,0.6002,0.034,0.0,-0.045,2.513,87.574,-87.585,0
16.62,0.5,0.0,0.618,0.0557,0.0,0.2214,2.331,87.029,-87.002,0
16.63,0.5,0.0,0.6051,-0.0138,0.0,-0.3416,2.278,86.481,-86.442,0
16.64,0.5,0.0,0.6715,-0.1042,0.0,0.1258,2.237,85.789,-85.718,0
16.65,0.5,0.0,0.6367,-0.0633,0.0,0.0167,2.218,85.014,-84.969,0
16.66,0.5,0.0,0.6202,-0.0401,0.0,0.3838,2.234,84.124,-84.12,0
16.67,0.5,0.0,0.6373,-0.0322,0.0,0.0107,2.09,83.196,-83.104,0
16.68,0.5,0.0,0.6472,-0.0811,0.0,-0.1775,2.068,82.201,-82.154,0
16.69,0.5,0.0,0.5445,0.0149,0.0,-0.2491,2.225,81.08,-81.045,0
16.7,0.5,0.0,0.5601,-0.0115,0.0,0.0531,2.461,79.877,-79.849,0
16.71,0.5,0.0,0.5571,-0.0017,0.0,0.0755,2.644,78.62,-78.58,0
16.72,0.5,0.0,0.5816,-0.0035,0.0,0.0818,2.676,77.266,-77.167,0
16.73,0.5,0.0,0.6099,-0.0813,0.0,0.0871,2.676,75.864,-75.713,0
16.74,0.5,0.0,0.6437,-0.0559,0.0,0.2759,2.546,74.372,-74.226,0
16.75,0.5,0.0,0.5037,0.0117,0.0,-0.201,2.74,72.869,-72.735,0
16.76,0.5,0.0,0.5602,-0.0085,0.0,0.1628,2.839,71.202,-71.028,0
16.77,0.5,0.0,0.5629,-0.0024,0.0,0.1724,2.81,69.485,-69.335,0
16.78,0.5,0.0,0.5188,0.0097,0.0,0.1434,2.801,67.699,-67.566,0
16.79,0.5,0.0,0.5783,0.0186,0.0,0.1122,2.64,65.858,-65.668,0
16.8,0.5,0.0,0.5879,-0.0769,0.0,-0.2045,2.566,64.0,-63.712,0
16.81,0.5,0.0,0.626,-0.0393,0.0,-0.1655,2.319,62.008,-61.698,0
16.82,0.5,0.0,0.5645,0.0016,0.0,0.1146,2.187,59.968,-59.734,0
16.83,0.5,0.0,0.5445,0.0106,0.0,-0.1948,2.21,57.922,-57.617,0
16.84,0.5,0.0,0.5356,0.0079,0.0,-0.2277,2.416,55.797,-55.472,0
16.85,0.5,0.0,0.5066,0.0442,0.0,-0.2822,2.688,53.573,-53.272,0
16.86,0.5,0.0,0.5079,0.0388,0.0,-0.2359,3.059,51.322,-51.003,0
16.87,0.5,0.0,0.487,0.0296,0.0,-0.0661,3.46,49.009,-48.67,0
16.88,0.5,0.0,0.5023,-0.0302,0.0,0.0655,3.869,46.648,-46.299,0
16.89,0.5,0.0,0.5316,-0.1167,0.0,-0.0849,4.201,44.312,-43.804,0
16.9,0.5,0.0,0.5904,-0.0953,0.0,-0.0775,4.309,41.834,-41.358,0
16.91,0.5,0.0,0.5428,-0.0856,0.0,0.1297,4.397,39.324,-38.897,0
16.92,0.5,0.0,0.5909,-0.0529,0.0,0.1977,4.279,36.777,-36.373,0
16.93,0.5,0.0,0.4783,0.0368,0.0,0.0892,4.258,34.227,-33.788,0
16.94,0.5,0.0,0.5325,0.0639,0.0,0.0222,4.114,31.628,-31.192,0
16.95,0.5,0.0,0.5232,-0.0186,0.0,-0.1459,4.116,29.035,-28.608,0
16.96,0.5,0.0,0.596,-0.0775,0.0,0.0073,3.973,26.429,-25.885,0
16.97,0.5,0.0,0.5472,0.0318,0.0,-0.0673,3.815,23.739,-23.176,0
16.98,0.5,0.0,0.5035,0.0402,0.0,0.1381,3.765,21.014,-20.487,0
16.99,0.5,0.0,0.5505,0.0731,0.0,0.1724,3.549,18.277,-17.777,0
17.0,0.5,0.0,0.5021,0.0617,0.0,-0.2359,3.535,15.576,-15.08,0
17.01,0.5,0.0,0.5378,0.0497,0.0,-0.084,3.458,12.823,-12.3,0
17.02,0.5,0.0,0.505,0.0589,0.0,0.1125,3.356,10.022,-9.533,0
17.03,0.5,0.0,0.5405,-0.0519,0.0,-0.1277,3.324,7.344,-6.643,0
17.04,0.5,0.0,0.602,-0.0362,0.0,0.0743,3.092,4.531,-3.894,0
17.05,0.5,0.0,0.5394,-0.0335,0.0,0.0245,3.044,1.7,-1.149,0
17.06,0.5,0.0,0.5527,0.031,0.0,-0.1362,2.929,-1.09,1.619,0
17.07,0.5,0.0,0.5196,0.0019,0.0,-0.2231,3.07,-3.868,4.431,0
17.08,0.5,0.0,0.5525,-0.0017,0.0,0.1292,3.084,-6.645,7.201,0
17.09,0.5,0.0,0.5539,0.0834,0.0,-0.0356,2.824,-9.417,9.968,0
17.1,0.5,0.0,0.5191,0.096,0.0,0.1752,2.82,-12.232,12.746,0
17.11,0.5,0.0,0.5709,-0.0105,0.0,-0.1887,2.937,-14.924,15.551,0
17.12,0.5,0.0,0.5972,-0.0166,0.0,-0.0903,2.98,-17.626,18.301,0
17.13,0.5,0.0,0.5979,0.0397,0.0,0.0659,2.996,-20.391,21.041,0
17.14,0.5,0.0,0.5198,0.0819,0.0,-0.2063,3.199,-23.095,23.754,0
17.15,0.5,0.0,0.5686,0.0404,0.0,0.3934,3.523,-25.762,26.454,0
17.16,0.5,0.0,0.5437,0.1056,0.0,-0.2029,3.631,-28.428,29.04,0
17.17,0.5,0.0,0.5112,0.1062,0.0,0.0526,3.793,-31.083,31.669,0
17.18,0.5,0.0,0.5299,0.0879,0.0,0.0244,3.9,-33.675,34.236,0
17.19,0.5,0.0,0.5786,-0.0245,0.0,0.1232,4.047,-36.225,36.799,0
17.2,0.5,0.0,0.6126,-0.0126,0.0,-0.0804,3.995,-38.744,39.271,0
17.21,0.5,0.0,0.5615,-0.0278,0.0,-0.4251,4.109,-41.16,41.618,0
17.22,0.5,0.0,0.6143,-0.0756,0.0,0.0584,4.271,-43.589,44.099,0
17.23,0.5,0.0,0.5606,-0.0057,0.0,-0.1826,4.434,-46.062,46.507,0
17.24,0.5,0.0,0.5829,-0.0128,0.0,0.2018,4.678,-48.441,48.908,0
17.25,0.5,0.0,0.6004,-0.0498,0.0,-0.1953,4.776,-50.728,51.168,0
17.26,0.5,0.0,0.6209,-0.0242,0.0,-0.0321,4.608,-52.948,53.42,0
17.27,0.5,0.0,0.5883,-0.0134,0.0,0.1161,4.415,-55.205,55.63,0
17.28,0.5,0.0,0.5296,0.0601,0.0,-0.3886,4.311,-57.405,57.765,0
17.29,0.5,0.0,0.6094,-0.0343,0.0,0.1255,4.254,-59.481,59.887,0
17.3,0.5,0.0,0.6326,-0.0135,0.0,-0.116,4.009,-61.528,61.878,0
17.31,0.5,0.0,0.6226,-0.0243,0.0,0.2235,3.862,-63.591,63.893,0
17.32,0.5,0.0,0.6076,-0.0124,0.0,-0.119,3.81,-65.505,65.767,0
17.33,0.5,0.0,0.6288,0.0235,0.0,0.0038,3.693,-67.331,67.624,0
17.34,0.5,0.0,0.5681,0.0061,0.0,-0.271,3.813,-69.228,69.404,0
17.35,0.5,0.0,0.6066,-0.0214,0.0,0.1972,3.979,-70.92,71.121,0
17.36,0.5,0.0,0.5837,0.0003,0.0,-0.3562,4.148,-72.591,72.71,0
17.37,0.5,0.0,0.6121,-0.0655,0.0,-0.0672,4.367,-74.152,74.264,0
17.38,0.5,0.0,0.6735,-0.0448,0.0,0.0168,4.37,-75.606,75.777,0
17.39,0.5,0.0,0.6228,-0.0493,0.0,0.0401,4.485,-77.103,77.2,0
17.4,0.5,0.0,0.5905,-0.0603,0.0,-0.2907,4.676,-78.44,78.478,0
17.41,0.5,0.0,0.6638,-0.0463,0.0,-0.151,4.663,-79.655,79.771,0
17.42,0.5,0.0,0.6222,-0.0546,0.0,-0.0751,4.743,-80.903,80.966,0
17.43,0.5,0.0,0.6876,-0.0369,0.0,-0.0407,4.615,-81.971,82.098,0
17.44,0.5,0.0,0.6214,-0.0435,0.0,-0.2818,4.636,-83.069,83.072,0
17.45,0.5,0.0,0.6477,-0.0701,0.0,0.1246,4.794,-84.003,83.986,0
17.46,0.5,0.0,0.6497,-0.0193,0.0,0.1492,4.769,-84.828,84.856,0
17.47,0.5,0.0,0.6159,-0.0327,0.0,0.1769,4.943,-85.674,85.636,0
17.48,0.5,0.0,0.654,-0.0439,0.0,0.4892,4.971,-86.302,86.329,0
17.49,0.5,0.0,0.6349,-0.0446,0.0,0.5269,4.899,-86.909,86.926,0
17.5,0.5,0.0,0.5915,-0.0397,0.0,-0.3946,4.831,-87.478,87.38,0
17.51,0.5,0.0,0.6866,-0.0168,0.0,0.1545,4.421,-87.786,87.859,0
17.52,0.5,0.0,0.6298,-0.0202,0.0,-0.1222,3.989,-88.215,88.166,0
17.53,0.5,0.0,0.6715,0.0046,0.0,0.3878,3.482,-88.459,88.464,0
17.54,0.5,0.0,0.6214,-0.0285,0.0,0.1761,3.276,-88.77,88.631,0
17.55,0.5,0.0,0.599,0.0103,0.0,0.1367,3.229,-88.903,88.707,0
17.56,0.5,0.0,0.5853,-0.0633,0.0,0.169,3.531,-89.008,88.693,0
17.57,0.5,0.0,0.6304,-0.0382,0.0,0.4543,3.782,-88.839,88.643,0
17.58,0.5,0.0,0.5937,-0.0483,0.0,0.2505,4.081,-88.697,88.477,0
17.59,0.5,0.0,0.6437,-0.1122,0.0,0.1346,4.247,-88.369,88.177,0
17.6,0.5,0.0,0.6879,-0.0646,0.0,0.4095,4.034,-87.904,87.867,0
17.61,0.5,0.0,0.6446,-0.0769,0.0,0.5667,3.884,-87.531,87.449,0
17.62,0.5,0.0,0.5999,-0.0414,0.0,-0.0283,3.852,-87.026,86.881,0
17.63,0.5,0.0,0.5931,-0.0076,0.0,-0.2341,3.609,-86.373,86.287,0
17.64,0.5,0.0,0.6033,-0.0224,0.0,-0.1817,3.34,-85.69,85.613,0
17.65,0.5,0.0,0.5867,0.0394,0.0,0.0606,3.072,-84.916,84.848,0
17.66,0.5,0.0,0.5519,0.0258,0.0,0.1982,2.947,-84.1,83.994,0
17.67,0.5,0.0,0.5762,0.0639,0.0,0.2501,2.714,-83.115,83.078,0
17.68,0.5,0.0,0.5714,-0.0345,0.0,-0.2023,2.673,-82.186,82.006,0
17.69,0.5,0.0,0.6178,-0.0194,0.0,0.13,2.596,-81.065,80.965,0
17.7,0.5,0.0,0.4937,0.0441,0.0,0.0355,2.704,-79.917,79.767,0
17.71,0.5,0.0,0.5553,0.0515,0.0,0.2314,2.768,-78.603,78.536,0
17.72,0.5,0.0,0.5127,0.0107,0.0,-0.2279,3.02,-77.333,77.17,0
17.73,0.5,0.0,0.5536,0.0323,0.0,0.0947,3.259,-75.874,75.779,0
17.74,0.5,0.0,0.4758,0.0444,0.0,-0.1471,3.731,-74.424,74.278,0
17.75,0.5,0.0,0.5485,-0.0189,0.0,0.2622,4.224,-72.794,72.725,0
17.76,0.5,0.0,0.5569,-0.0015,0.0,-0.0594,4.539,-71.119,71.067,0
17.77,0.5,0.0,0.5037,0.0176,0.0,-0.0919,4.852,-69.403,69.375,0
17.78,0.5,0.0,0.5508,0.0042,0.0,-0.0956,5.004,-67.507,67.587,0
17.79,0.5,0.0,0.5512,0.0864,0.0,0.0261,4.828,-65.586,65.747,0
17.8,0.5,0.0,0.5053,0.0805,0.0,0.1194,4.797,-63.757,63.878,0
17.81,0.5,0.0,0.5546,0.025,0.0,0.1134,4.828,-61.769,61.91,0
17.82,0.5,0.0,0.554,0.0356,0.0,0.1045,4.837,-59.764,59.887,0
17.83,0.5,0.0,0.5214,0.0034,0.0,-0.0324,5.074,-57.747,57.817,0
17.84,0.5,0.0,0.5681,-0.0898,0.0,-0.0106,5.386,-55.558,55.658,0
17.85,0.5,0.0,0.5939,-0.1029,0.0,-0.0308,5.432,-53.257,53.443,0
17.86,0.5,0.0,0.5697,0.0066,0.0,-0.1946,5.109,-50.931,51.187,0
17.87,0.5,0.0,0.6008,-0.0286,0.0,0.075,4.871,-48.62,48.929,0
17.88,0.5,0.0,0.5558,0.0364,0.0,-0.1711,4.584,-46.293,46.579,0
17.89,0.5,0.0,0.5654,0.0262,0.0,0.4146,4.401,-43.917,44.233,0
17.9,0.5,0.0,0.5753,-0.045,0.0,0.061,4.311,-41.47,41.801,0
