time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,l_sho_pitch_deg,r_sho_pitch_deg,fall_event
7.24,0.5,0.0,0.6703,-0.0656,0.0,-0.1242,4.096,-48.532,48.976,0
7.25,0.5,0.0,0.6958,-0.0354,0.0,0.2051,4.212,-50.861,51.293,0
7.26,0.5,0.0,0.6741,-0.048,0.0,0.0137,4.361,-53.129,53.525,0
7.27,0.5,0.0,0.614,0.0494,0.0,-0.138,4.396,-55.277,55.701,0
7.28,0.5,0.0,0.5724,0.0706,0.0,0.0671,4.496,-57.451,57.841,0
7.29,0.5,0.0,0.6546,0.0172,0.0,-0.0772,4.449,-59.51,59.9,0
7.3,0.5,0.0,0.6353,0.0013,0.0,0.0229,4.351,-61.566,61.925,0
7.31,0.5,0.0,0.6928,0.0177,0.0,0.0359,4.061,-63.53,63.888,0
7.32,0.5,0.0,0.6324,0.0137,0.0,-0.2798,3.935,-65.544,65.781,0
7.33,0.5,0.0,0.6365,-0.043,0.0,-0.3909,3.95,-67.321,67.52,0
7.34,0.5,0.0,0.6797,-0.026,0.0,0.063,3.968,-69.119,69.342,0
7.35,0.5,0.0,0.6659,-0.0538,0.0,-0.2018,3.996,-70.859,71.036,0
7.36,0.5,0.0,0.6677,-0.0448,0.0,-0.1002,4.015,-72.501,72.689,0
7.37,0.5,0.0,0.6502,0.0203,0.0,0.1011,4.041,-74.091,74.269,0
7.38,0.5,0.0,0.6243,0.0142,0.0,0.117,4.132,-75.615,75.759,0
7.39,0.5,0.0,0.5896,0.0547,0.0,-0.0649,4.087,-77.005,77.156,0
7.4,0.5,0.0,0.7009,-0.0803,0.0,0.2577,3.993,-78.337,78.486,0
7.41,0.5,0.0,0.6926,-0.0503,0.0,0.0834,3.783,-79.632,79.745,0
7.42,0.5,0.0,0.6732,-0.0572,0.0,0.3778,3.775,-80.895,80.967,0
7.43,0.5,0.0,0.6835,-0.0366,0.0,0.025,3.685,-81.998,82.064,0
7.44,0.5,0.0,0.6664,-0.0426,0.0,0.0229,3.679,-83.07,83.084,0
7.45,0.5,0.0,0.6589,0.0128,0.0,-0.051,3.565,-83.973,84.032,0
7.46,0.5,0.0,0.6306,0.001,0.0,-0.1275,3.593,-84.894,84.874,0
7.47,0.5,0.0,0.6296,0.0061,0.0,0.0994,3.668,-85.674,85.653,0
7.48,0.5,0.0,0.6088,0.0071,0.0,0.3186,3.758,-86.366,86.346,0
7.49,0.5,0.0,0.6386,0.0185,0.0,-0.4966,3.645,-86.934,86.91,0
7.5,0.5,0.0,0.6314,0.014,0.0,-0.1557,3.553,-87.451,87.418,0
7.51,0.5,0.0,0.6333,-0.0269,0.0,-0.0197,3.462,-87.902,87.837,0
7.52,0.5,0.0,0.6491,0.0174,0.0,0.1542,3.293,-88.246,88.223,0
7.53,0.5,0.0,0.5947,-0.0002,0.0,0.0025,3.363,-88.612,88.5,0
7.54,0.5,0.0,0.614,-0.0389,0.0,0.1997,3.436,-88.766,88.672,0
7.55,0.5,0.0,0.6368,0.0151,0.0,0.0835,3.309,-88.809,88.79,0
7.56,0.5,0.0,0.5229,0.0694,0.0,-0.1679,3.389,-88.884,88.759,0
7.57,0.5,0.0,0.6302,-0.0461,0.0,0.1436,3.453,-88.78,88.667,0
7.58,0.5,0.0,0.6523,-0.0309,0.0,-0.1728,3.314,-88.574,88.497,0
7.59,0.5,0.0,0.6349,-0.0414,0.0,0.2086,3.32,-88.384,88.293,0
7.6,0.5,0.0,0.647,-0.0346,0.0,0.1652,3.337,-88.029,87.955,0
7.61,0.5,0.0,0.5628,0.0139,0.0,-0.218,3.602,-87.663,87.462,0
7.62,0.5,0.0,0.6186,-0.0269,0.0,0.0695,3.858,-87.094,86.96,0
7.63,0.5,0.0,0.5538,0.0387,0.0,-0.1075,4.118,-86.495,86.33,0
7.64,0.5,0.0,0.5689,-0.0146,0.0,0.0581,4.492,-85.802,85.626,0
7.65,0.5,0.0,0.634,0.0074,0.0,0.2235,4.613,-84.931,84.886,0
7.66,0.5,0.0,0.5739,-0.0197,0.0,-0.3783,4.866,-84.17,84.015,0
7.67,0.5,0.0,0.5658,0.0216,0.0,-0.183,5.081,-83.153,83.053,0
7.68,0.5,0.0,0.5762,0.0199,0.0,-0.1017,5.222,-82.081,81.984,0
7.69,0.5,0.0,0.5781,-0.0236,0.0,-0.0091,5.344,-80.972,80.876,0
7.7,0.5,0.0,0.5912,-0.011,0.0,-0.0624,5.367,-79.784,79.714,0
7.71,0.5,0.0,0.6145,-0.0162,0.0,0.2346,5.36,-78.501,78.507,0
7.72,0.5,0.0,0.5493,0.0035,0.0,-0.2068,5.362,-77.191,77.143,0
7.73,0.5,0.0,0.5041,0.0285,0.0,-0.0493,5.431,-75.771,75.731,0
7.74,0.5,0.0,0.604,-0.035,0.0,0.1497,5.444,-74.264,74.257,0
7.75,0.5,0.0,0.6081,-0.0823,0.0,0.2225,5.491,-72.702,72.689,0
7.76,0.5,0.0,0.6357,-0.0706,0.0,0.1061,5.404,-71.04,71.061,0
7.77,0.5,0.0,0.5663,-0.0647,0.0,0.0558,5.5,-69.407,69.367,0
7.78,0.5,0.0,0.637,-0.0449,0.0,0.1523,5.422,-67.547,67.611,0
7.79,0.5,0.0,0.6194,-0.0717,0.0,-0.1065,5.306,-65.709,65.76,0
7.8,0.5,0.0,0.6342,-0.0813,0.0,0.0234,5.138,-63.728,63.858,0
7.81,0.5,0.0,0.6208,-0.0055,0.0,0.2585,4.784,-61.709,61.915,0
7.82,0.5,0.0,0.6123,-0.045,0.0,0.0237,4.487,-59.731,59.879,0
7.83,0.5,0.0,0.5688,0.0262,0.0,-0.0955,4.102,-57.579,57.795,0
7.84,0.5,0.0,0.5595,0.0509,0.0,0.3857,3.765,-55.439,55.688,0
7.85,0.5,0.0,0.5266,0.0857,0.0,0.1989,3.446,-53.276,53.489,0
7.86,0.5,0.0,0.5991,-0.0194,0.0,0.2406,3.277,-51.038,51.257,0
7.87,0.5,0.0,0.594,-0.0099,0.0,0.2039,3.145,-48.761,48.952,0
7.88,0.5,0.0,0.5861,-0.0305,0.0,-0.1101,3.216,-46.446,46.606,0
7.89,0.5,0.0,0.589,-0.0194,0.0,-0.0889,3.343,-44.061,44.211,0
7.9,0.5,0.0,0.589,0.0086,0.0,-0.0779,3.347,-41.546,41.774,0
7.91,0.5,0.0,0.6133,-0.065,0.0,-0.1479,3.323,-39.021,39.307,0
7.92,0.5,0.0,0.5649,0.0249,0.0,-0.0873,3.235,-36.432,36.798,0
7.93,0.5,0.0,0.53,0.023,0.0,0.1502,3.116,-33.896,34.244,0
7.94,0.5,0.0,0.544,0.059,0.0,-0.1154,3.04,-31.285,31.67,0
7.95,0.5,0.0,0.5389,0.1055,0.0,-0.202,3.002,-28.668,29.077,0
7.96,0.5,0.0,0.5398,0.0493,0.0,-0.169,3.051,-25.97,26.473,0
7.97,0.5,0.0,0.5601,0.0311,0.0,-0.0552,3.126,-23.268,23.817,0
7.98,0.5,0.0,0.5494,0.0571,0.0,-0.0678,3.195,-20.615,21.095,0
7.99,0.5,0.0,0.5498,0.0196,0.0,0.068,3.327,-17.883,18.374,0
8.0,0.5,0.0,0.5967,-0.0264,0.0,0.4564,3.407,-15.098,15.657,0
8.01,0.5,0.0,0.556,0.0561,0.0,-0.2552,3.356,-12.348,12.878,0
8.02,0.5,0.0,0.5487,0.0699,0.0,0.3477,3.382,-9.589,10.149,0
8.03,0.5,0.0,0.542,0.0393,0.0,-0.3129,3.39,-6.776,7.364,0
8.04,0.5,0.0,0.5774,0.0112,0.0,-0.1197,3.428,-3.96,4.605,0
8.05,0.5,0.0,0.594,-0.0639,0.0,-0.0947,3.489,-1.132,1.872,0
8.06,0.5,0.0,0.5896,-0.0431,0.0,-0.13,3.564,1.605,-0.949,0
8.07,0.5,0.0,0.6037,-0.0527,0.0,0.1311,3.661,4.382,-3.751,0
8.08,0.5,0.0,0.6017,-0.0382,0.0,0.0172,3.806,7.135,-6.553,0
8.09,0.5,0.0,0.5579,-0.0248,0.0,-0.1055,4.024,9.897,-9.294,0
8.1,0.5,0.0,0.5976,-0.0047,0.0,0.135,4.243,12.644,-12.081,0
8.11,0.5,0.0,0.6045,-0.0655,0.0,-0.1898,4.484,15.486,-14.785,0
8.12,0.5,0.0,0.6693,-0.0445,0.0,-0.0996,4.49,18.203,-17.57,0
8.13,0.5,0.0,0.6164,-0.0222,0.0,0.0369,4.473,20.904,-20.299,0
8.14,0.5,0.0,0.5704,0.009,0.0,-0.3794,4.454,23.63,-22.989,0
8.15,0.5,0.0,0.6291,-0.0214,0.0,0.071,4.268,26.318,-25.647,0
8.16,0.5,0.0,0.6197,-0.0385,0.0,0.125,4.049,28.944,-28.347,0
8.17,0.5,0.0,0.6446,-0.1589,0.0,0.0072,4.083,31.486,-30.831,0
8.18,0.5,0.0,0.694,-0.1227,0.0,-0.1236,3.956,34.069,-33.458,0
8.19,0.5,0.0,0.5844,-0.0604,0.0,-0.3031,4.05,36.616,-36.036,0
8.2,0.5,0.0,0.653,-0.0528,0.0,-0.1787,3.995,39.125,-38.618,0
8.21,0.5,0.0,0.6205,-0.0213,0.0,-0.4231,3.944,41.656,-41.119,0
8.22,0.5,0.0,0.6265,0.0332,0.0,-0.1317,3.964,44.101,-43.591,0
8.23,0.5,0.0,0.6139,0.0023,0.0,-0.0247,4.024,46.509,-46.013,0
8.24,0.5,0.0,0.6311,0.0399,0.0,-0.1399,4.057,48.818,-48.34,0
8.25,0.5,0.0,0.5453,0.0873,0.0,-0.3925,4.257,51.153,-50.628,0
8.26,0.5,0.0,0.5736,0.0122,0.0,-0.1463,4.502,53.445,-52.857,0
8.27,0.5,0.0,0.6346,0.0308,0.0,-0.0345,4.538,55.628,-55.101,0
8.28,0.5,0.0,0.5943,0.0242,0.0,0.0915,4.639,57.771,-57.341,0
8.29,0.5,0.0,0.6457,-0.0286,0.0,-0.0443,4.739,59.902,-59.428,0
8.3,0.5,0.0,0.6229,-0.0462,0.0,-0.2252,4.806,61.944,-61.448,0
8.31,0.5,0.0,0.6631,-0.0187,0.0,-0.0319,4.771,63.899,-63.454,0
8.32,0.5,0.0,0.5767,0.0295,0.0,-0.2444,4.812,65.806,-65.383,0
8.33,0.5,0.0,0.635,0.04,0.0,0.1821,4.79,67.628,-67.28,0
8.34,0.5,0.0,0.5611,0.0614,0.0,-0.224,4.863,69.42,-69.095,0
8.35,0.5,0.0,0.6512,-0.023,0.0,0.0806,4.903,71.138,-70.795,0
8.36,0.5,0.0,0.6309,-0.0565,0.0,-0.2278,4.932,72.792,-72.409,0
8.37,0.5,0.0,0.6898,-0.0305,0.0,-0.0918,4.767,74.335,-73.956,0
8.38,0.5,0.0,0.5999,0.0012,0.0,-0.1497,4.771,75.824,-75.558,0
8.39,0.5,0.0,0.6397,-0.0257,0.0,-0.0953,4.776,77.245,-76.985,0
8.4,0.5,0.0,0.619,0.0416,0.0,0.0827,4.785,78.577,-78.361,0
8.41,0.5,0.0,0.5935,0.0378,0.0,0.1508,4.86,79.836,-79.673,0
8.42,0.5,0.0,0.6189,0.0052,0.0,-0.1937,4.773,80.976,-80.707,0
8.43,0.5,0.0,0.6163,-0.0235,0.0,-0.1632,4.646,82.081,-81.804,0
8.44,0.5,0.0,0.6779,-0.0038,0.0,-0.0583,4.307,83.113,-82.826,0
8.45,0.5,0.0,0.6316,-0.0132,0.0,0.1581,4.128,84.067,-83.928,0
8.46,0.5,0.0,0.6899,-0.0629,0.0,0.2253,3.916,84.94,-84.792,0
8.47,0.5,0.0,0.5996,0.017,0.0,-0.3004,3.781,85.741,-85.589,0
8.48,0.5,0.0,0.6123,0.0128,0.0,0.2563,3.857,86.42,-86.417,0
8.49,0.5,0.0,0.5686,0.0605,0.0,-0.2071,3.927,87.039,-87.0,0
8.5,0.5,0.0,0.667,-0.0498,0.0,0.2815,3.938,87.557,-87.487,0
8.51,0.5,0.0,0.6531,-0.0816,0.0,0.0253,3.952,88.008,-87.92,0
8.52,0.5,0.0,0.6764,-0.039,0.0,0.2541,3.852,88.349,-88.26,0
8.53,0.5,0.0,0.585,-0.0205,0.0,0.1534,3.986,88.617,-88.644,0
8.54,0.5,0.0,0.6396,-0.0661,0.0,0.1288,4.158,88.793,-88.774,0
8.55,0.5,0.0,0.6197,-0.0493,0.0,0.0322,4.297,88.894,-88.879,0
8.56,0.5,0.0,0.634,-0.0645,0.0,-0.1017,4.491,88.898,-88.898,0
8.57,0.5,0.0,0.6496,0.0002,0.0,-0.1279,4.509,88.806,-88.736,0
8.58,0.5,0.0,0.6057,0.0087,0.0,0.1326,4.558,88.61,-88.626,0
8.59,0.5,0.0,0.5827,0.015,0.0,0.116,4.568,88.34,-88.353,0
8.6,0.5,0.0,0.613,-0.0352,0.0,-0.2037,4.461,88.003,-87.878,0
8.61,0.5,0.0,0.6787,-0.0784,0.0,0.0914,4.099,87.555,-87.39,0
8.62,0.5,0.0,0.6667,-0.0659,0.0,-0.0572,3.697,87.058,-86.917,0
8.63,0.5,0.0,0.6742,-0.0987,0.0,0.047,3.447,86.467,-86.416,0
8.64,0.5,0.0,0.5736,0.0342,0.0,-0.2865,3.342,85.769,-85.717,0
8.65,0.5,0.0,0.5979,0.0077,0.0,0.1985,3.37,84.982,-85.022,0
8.66,0.5,0.0,0.5704,0.0428,0.0,-0.1733,3.382,84.139,-84.138,0
8.67,0.5,0.0,0.4929,0.0746,0.0,-0.1005,3.551,83.178,-83.219,0
8.68,0.5,0.0,0.5585,0.0735,0.0,0.2041,3.628,82.153,-82.174,0
8.69,0.5,0.0,0.5254,0.0364,0.0,-0.2643,3.75,81.069,-81.023,0
8.7,0.5,0.0,0.594,0.0573,0.0,-0.068,3.679,79.885,-79.78,0
8.71,0.5,0.0,0.5523,0.0308,0.0,-0.1098,3.704,78.627,-78.549,0
8.72,0.5,0.0,0.5819,0.0087,0.0,-0.0294,3.77,77.294,-77.2,0
8.73,0.5,0.0,0.5743,0.078,0.0,0.0944,3.781,75.864,-75.756,0
8.74,0.5,0.0,0.5398,0.0631,0.0,0.2063,3.973,74.366,-74.359,0
8.75,0.5,0.0,0.5462,-0.0079,0.0,0.0298,4.283,72.842,-72.75,0
8.76,0.5,0.0,0.5929,0.0085,0.0,0.2428,4.508,71.185,-71.081,0
8.77,0.5,0.0,0.5322,0.0022,0.0,-0.3048,4.925,69.505,-69.43,0
8.78,0.5,0.0,0.59,0.0297,0.0,0.0221,5.207,67.709,-67.592,0
8.79,0.5,0.0,0.5359,0.0376,0.0,0.0431,5.573,65.86,-65.79,0
8.8,0.5,0.0,0.5792,-0.0472,0.0,0.0547,5.992,63.98,-63.791,0
8.81,0.5,0.0,0.6258,0.0102,0.0,0.4272,6.063,61.962,-61.705,0
8.82,0.5,0.0,0.5998,-0.0096,0.0,0.2094,6.151,59.953,-59.721,0
8.83,0.5,0.0,0.5803,0.0881,0.0,0.2417,6.063,57.837,-57.521,0
8.84,0.5,0.0,0.561,0.0677,0.0,0.1331,5.95,55.702,-55.415,0
8.85,0.5,0.0,0.6272,0.013,0.0,0.3793,5.753,53.539,-53.129,0
8.86,0.5,0.0,0.627,0.0263,0.0,0.2102,5.442,51.272,-50.875,0
8.87,0.5,0.0,0.6214,-0.002,0.0,0.0497,5.394,49.01,-48.69,0
8.88,0.5,0.0,0.6272,0.0154,0.0,0.1251,5.43,46.643,-46.338,0
8.89,0.5,0.0,0.6056,-0.0161,0.0,-0.1527,5.76,44.278,-43.966,0
8.9,0.5,0.0,0.5524,0.0072,0.0,-0.1647,6.298,41.849,-41.446,0
8.91,0.5,0.0,0.5991,0.0181,0.0,0.4188,6.676,39.311,-38.909,0
8.92,0.5,0.0,0.5951,-0.0154,0.0,-0.1109,6.972,36.85,-36.3,0
8.93,0.5,0.0,0.6264,-0.0259,0.0,0.108,7.019,34.273,-33.693,0
8.94,0.5,0.0,0.6393,-0.0246,0.0,0.1752,6.733,31.646,-31.123,0
8.95,0.5,0.0,0.662,0.0403,0.0,0.2358,6.145,29.006,-28.515,0
8.96,0.5,0.0,0.6113,0.0141,0.0,-0.3417,5.796,26.466,-25.862,0
8.97,0.5,0.0,0.641,0.0076,0.0,0.2649,5.473,23.765,-23.203,0
8.98,0.5,0.0,0.6136,0.0029,0.0,0.2845,5.275,21.031,-20.541,0
8.99,0.5,0.0,0.7286,-0.0494,0.0,0.1688,4.851,18.344,-17.787,0
9.0,0.5,0.0,0.6597,-0.0624,0.0,-0.233,4.703,15.618,-15.042,0
9.01,0.5,0.0,0.6843,-0.0628,0.0,0.0935,4.722,12.869,-12.262,0
9.02,0.5,0.0,0.661,-0.0385,0.0,-0.0854,4.716,10.06,-9.504,0
9.03,0.5,0.0,0.6788,-0.0348,0.0,0.207,4.744,7.279,-6.716,0
9.04,0.5,0.0,0.6694,-0.0541,0.0,-0.2601,4.796,4.501,-3.946,0
9.05,0.5,0.0,0.6783,-0.1211,0.0,-0.361,4.896,1.801,-1.122,0
9.06,0.5,0.0,0.7404,-0.1065,0.0,-0.0147,4.763,-0.998,1.703,0
9.07,0.5,0.0,0.7303,-0.1376,0.0,-0.0308,4.645,-3.778,4.503,0
9.08,0.5,0.0,0.7814,-0.1047,0.0,0.1032,4.238,-6.579,7.258,0
9.09,0.5,0.0,0.6333,-0.0107,0.0,-0.0265,4.062,-9.382,10.076,0
9.1,0.5,0.0,0.6966,0.008,0.0,0.3547,3.859,-12.165,12.831,0
9.11,0.5,0.0,0.6747,-0.0391,0.0,0.0326,3.696,-14.917,15.59,0
9.12,0.5,0.0,0.7203,-0.0178,0.0,0.4225,3.473,-17.673,18.336,0
9.13,0.5,0.0,0.6871,-0.0463,0.0,0.3804,3.447,-20.432,21.053,0
9.14,0.5,0.0,0.6581,-0.0193,0.0,-0.1933,3.658,-23.109,23.794,0
9.15,0.5,0.0,0.6888,-0.1086,0.0,-0.013,3.931,-25.757,26.508,0
9.16,0.5,0.0,0.7259,-0.0559,0.0,0.0736,3.929,-28.393,29.112,0
9.17,0.5,0.0,0.6801,-0.0553,0.0,0.2556,3.962,-31.066,31.72,0
9.18,0.5,0.0,0.7029,-0.0163,0.0,0.4727,3.905,-33.677,34.294,0
9.19,0.5,0.0,0.6408,-0.027,0.0,-0.405,4.026,-36.293,36.798,0
9.2,0.5,0.0,0.6928,-0.0072,0.0,0.0744,4.109,-38.807,39.324,0
9.21,0.5,0.0,0.6796,-0.0468,0.0,-0.2047,4.192,-41.267,41.808,0
9.22,0.5,0.0,0.7404,-0.0161,0.0,0.0542,3.951,-43.649,44.222,0
9.23,0.5,0.0,0.6715,0.0012,0.0,0.0235,3.737,-46.105,46.611,0
9.24,0.5,0.0,0.7161,-0.042,0.0,0.0167,3.534,-48.439,48.951,0
9.25,0.5,0.0,0.6967,-0.0156,0.0,-0.0734,3.329,-50.803,51.245,0
9.26,0.5,0.0,0.7104,-0.0421,0.0,0.0426,3.25,-53.108,53.504,0
9.27,0.5,0.0,0.7122,-0.0394,0.0,-0.0424,3.199,-55.355,55.687,0
9.28,0.5,0.0,0.6458,0.0017,0.0,-0.1757,3.323,-57.482,57.841,0
9.29,0.5,0.0,0.6895,0.0173,0.0,0.1091,3.367,-59.58,59.941,0
9.3,0.5,0.0,0.5973,0.0611,0.0,-0.1535,3.515,-61.643,61.957,0
9.31,0.5,0.0,0.6403,0.0313,0.0,0.2596,3.643,-63.582,63.925,0
9.32,0.5,0.0,0.5886,0.0409,0.0,-0.0038,3.77,-65.528,65.805,0
9.33,0.5,0.0,0.6207,0.0129,0.0,-0.1147,3.885,-67.399,67.622,0
9.34,0.5,0.0,0.6646,-0.0683,0.0,0.0205,3.993,-69.166,69.394,0
9.35,0.5,0.0,0.6468,-0.0457,0.0,-0.0922,3.968,-70.846,71.073,0
9.36,0.5,0.0,0.6828,-0.0374,0.0,0.1397,3.662,-72.441,72.727,0
9.37,0.5,0.0,0.7001,-0.1134,0.0,-0.3353,3.41,-74.077,74.258,0
9.38,0.5,0.0,0.7319,-0.0989,0.0,-0.043,3.158,-75.607,75.777,0
9.39,0.5,0.0,0.6387,-0.05,0.0,-0.2807,3.01,-77.06,77.163,0
9.4,0.5,0.0,0.682,-0.0399,0.0,0.1217,2.853,-78.397,78.534,0
9.41,0.5,0.0,0.6222,0.0161,0.0,0.0522,2.781,-79.686,79.787,0
9.42,0.5,0.0,0.6497,-0.0053,0.0,-0.148,2.699,-80.9,80.959,0
9.43,0.5,0.0,0.679,-0.0553,0.0,-0.2068,2.627,-82.023,82.049,0
9.44,0.5,0.0,0.614,-0.0391,0.0,-0.1462,2.663,-83.066,83.035,0
9.45,0.5,0.0,0.6813,-0.0269,0.0,0.0283,2.52,-83.959,84.021,0
9.46,0.5,0.0,0.592,-0.0094,0.0,-0.0767,2.529,-84.9,84.874,0
9.47,0.5,0.0,0.6371,0.0034,0.0,0.0799,2.51,-85.674,85.681,0
9.48,0.5,0.0,0.6063,-0.0312,0.0,-0.0976,2.653,-86.424,86.354,0
9.49,0.5,0.0,0.5986,0.032,0.0,-0.0556,2.727,-87.021,86.98,0
9.5,0.5,0.0,0.5454,0.0286,0.0,-0.2879,2.957,-87.556,87.417,0
9.51,0.5,0.0,0.6285,-0.0401,0.0,0.197,3.04,-87.921,87.853,0
9.52,0.5,0.0,0.6403,0.0112,0.0,-0.0112,2.871,-88.24,88.228,0
9.53,0.5,0.0,0.554,0.0218,0.0,-0.071,2.931,-88.61,88.492,0
9.54,0.5,0.0,0.6012,-0.0212,0.0,0.0256,3.02,-88.765,88.667,0
9.55,0.5,0.0,0.5953,-0.0126,0.0,-0.0195,3.079,-88.873,88.764,0
9.56,0.5,0.0,0.6116,-0.0333,0.0,-0.1901,3.138,-88.874,88.756,0
9.57,0.5,0.0,0.6021,0.0291,0.0,0.0703,3.185,-88.785,88.69,0
9.58,0.5,0.0,0.5279,0.0571,0.0,-0.2778,3.33,-88.625,88.477,0
9.59,0.5,0.0,0.5771,0.0169,0.0,0.2885,3.473,-88.337,88.239,0
9.6,0.5,0.0,0.5392,0.0515,0.0,-0.1926,3.557,-88.008,87.869,0
9.61,0.5,0.0,0.5524,0.0458,0.0,0.26,3.688,-87.567,87.471,0
9.62,0.5,0.0,0.5262,0.0803,0.0,0.0735,3.841,-87.061,86.944,0
9.63,0.5,0.0,0.5568,-0.019,0.0,-0.1061,4.02,-86.453,86.3,0
9.64,0.5,0.0,0.615,-0.0379,0.0,0.0745,3.992,-85.695,85.628,0
9.65,0.5,0.0,0.5861,-0.0072,0.0,0.0206,3.917,-84.941,84.86,0
9.66,0.5,0.0,0.5915,0.0017,0.0,0.0024,3.825,-84.071,84.028,0
9.67,0.5,0.0,0.5846,-0.0452,0.0,-0.1494,3.762,-83.143,83.033,0
9.68,0.5,0.0,0.642,-0.0219,0.0,-0.07,3.529,-82.066,82.046,0
9.69,0.5,0.0,0.5428,0.019,0.0,-0.2054,3.437,-81.021,80.942,0
9.7,0.5,0.0,0.599,0.022,0.0,0.0149,3.293,-79.82,79.797,0
9.71,0.5,0.0,0.5899,-0.0472,0.0,-0.169,3.339,-78.611,78.508,0
9.72,0.5,0.0,0.6073,-0.0064,0.0,0.0645,3.35,-77.251,77.197,0
9.73,0.5,0.0,0.5755,0.006,0.0,0.1005,3.558,-75.86,75.795,0
9.74,0.5,0.0,0.5574,0.0336,0.0,0.1043,3.822,-74.348,74.31,0
9.75,0.5,0.0,0.5897,-0.065,0.0,-0.1512,4.121,-72.776,72.691,0
9.76,0.5,0.0,0.6483,-0.0371,0.0,-0.0374,4.26,-71.066,71.073,0
9.77,0.5,0.0,0.5356,0.0314,0.0,-0.0777,4.429,-69.368,69.37,0
9.78,0.5,0.0,0.5215,0.0187,0.0,-0.2319,4.657,-67.554,67.559,0
9.79,0.5,0.0,0.5968,0.0323,0.0,-0.1168,4.644,-65.662,65.754,0
9.8,0.5,0.0,0.5865,-0.0152,0.0,-0.1247,4.713,-63.793,63.852,0
9.81,0.5,0.0,0.5772,0.007,0.0,-0.0234,4.75,-61.796,61.909,0
9.82,0.5,0.0,0.6016,-0.0634,0.0,-0.0209,4.862,-59.75,59.873,0
9.83,0.5,0.0,0.6634,-0.0459,0.0,-0.0174,4.739,-57.617,57.786,0
9.84,0.5,0.0,0.6207,-0.0552,0.0,0.0615,4.735,-55.528,55.661,0
9.85,0.5,0.0,0.5635,0.0068,0.0,-0.3219,4.75,-53.287,53.466,0
9.86,0.5,0.0,0.5692,0.0471,0.0,-0.1376,4.88,-51.037,51.238,0
9.87,0.5,0.0,0.5482,0.0226,0.0,-0.232,5.041,-48.726,48.937,0
9.88,0.5,0.0,0.5705,0.0198,0.0,0.4856,5.214,-46.35,46.633,0
9.89,0.5,0.0,0.5724,0.0089,0.0,-0.1381,5.404,-43.948,44.22,0
9.9,0.5,0.0,0.5796,-0.0404,0.0,0.0815,5.673,-41.489,41.787,0
9.91,0.5,0.0,0.6448,-0.0191,0.0,0.1534,5.705,-38.963,39.288,0
9.92,0.5,0.0,0.603,-0.0112,0.0,0.274,5.731,-36.46,36.785,0
9.93,0.5,0.0,0.5955,-0.0112,0.0,-0.257,5.598,-33.869,34.198,0
9.94,0.5,0.0,0.6199,0.0288,0.0,0.0114,5.4,-31.277,31.634,0
9.95,0.5,0.0,0.6305,-0.0419,0.0,-0.2027,5.23,-28.63,29.053,0
9.96,0.5,0.0,0.6791,-0.0781,0.0,0.1733,4.969,-25.933,26.429,0
9.97,0.5,0.0,0.6522,-0.0042,0.0,-0.2316,4.597,-23.27,23.718,0
9.98,0.5,0.0,0.6139,0.0169,0.0,-0.0347,4.466,-20.61,21.052,0
9.99,0.5,0.0,0.6393,-0.0517,0.0,0.0597,4.438,-17.877,18.349,0
10.0,0.5,0.0,0.663,-0.0006,0.0,-0.0176,4.223,-15.113,15.605,0
10.01,0.5,0.0,0.6425,-0.0434,0.0,-0.0581,4.18,-12.395,12.837,0
10.02,0.5,0.0,0.6669,-0.0342,0.0,0.2448,4.036,-9.618,10.058,0
10.03,0.5,0.0,0.6348,-0.0487,0.0,-0.4173,3.954,-6.744,7.39,0
10.04,0.5,0.0,0.7042,-0.0314,0.0,-0.2322,3.677,-3.976,4.561,0
10.05,0.5,0.0,0.6532,-0.0412,0.0,-0.1364,3.593,-1.247,1.753,0
10.06,0.5,0.0,0.6619,0.0099,0.0,-0.013,3.566,1.52,-1.03,0
10.07,0.5,0.0,0.673,-0.0344,0.0,-0.0858,3.713,4.352,-3.794,0
10.08,0.5,0.0,0.6886,-0.049,0.0,-0.1476,3.907,7.166,-6.542,0
10.09,0.5,0.0,0.6418,-0.0255,0.0,-0.0987,4.213,9.95,-9.28,0
10.1,0.5,0.0,0.5802,0.0273,0.0,-0.1504,4.553,12.707,-12.051,0
10.11,0.5,0.0,0.6895,-0.0259,0.0,-0.0995,4.653,15.496,-14.807,0
10.12,0.5,0.0,0.7183,-0.1053,0.0,-0.0038,4.689,18.255,-17.528,0
10.13,0.5,0.0,0.744,-0.0913,0.0,0.115,4.652,20.939,-20.284,0
10.14,0.5,0.0,0.6574,-0.0006,0.0,-0.0759,4.714,23.642,-22.988,0
10.15,0.5,0.0,0.6966,-0.0194,0.0,-0.1794,4.737,26.342,-25.676,0
10.16,0.5,0.0,0.6652,-0.0272,0.0,-0.1178,4.81,29.011,-28.293,0
10.17,0.5,0.0,0.7004,0.0044,0.0,0.1705,4.78,31.592,-30.942,0
10.18,0.5,0.0,0.6692,-0.0391,0.0,-0.0317,5.007,34.191,-33.616,0
10.19,0.5,0.0,0.6525,-0.0248,0.0,-0.1945,5.145,36.727,-36.167,0
10.2,0.5,0.0,0.7496,-0.0808,0.0,-0.1504,4.959,39.22,-38.61,0
