time_s,cmd_vel_x,cmd_vel_y,act_vel_x,act_vel_y,cmd_ang_vel_z,act_ang_vel_z,pitch_deg,l_sho_pitch_deg,r_sho_pitch_deg,fall_event
0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.01,0.5,0.0,0.0591,-0.0013,0.0,0.0836,-0.248,0.038,0.013,0
0.02,0.5,0.0,0.102,-0.0013,0.0,-0.1339,-0.724,0.541,-0.416,0
0.03,0.5,0.0,0.1453,-0.0027,0.0,-0.1465,-1.512,1.438,-1.315,0
0.04,0.5,0.0,0.1136,-0.0027,0.0,-0.2795,-2.199,2.636,-2.563,0
0.05,0.5,0.0,0.158,-0.1153,0.0,-0.1763,-2.484,4.39,-3.835,0
0.06,0.5,0.0,0.1716,-0.0732,0.0,0.0793,-2.634,6.106,-5.565,0
0.07,0.5,0.0,0.1607,-0.076,0.0,-0.0172,-2.693,8.011,-7.561,0
0.08,0.5,0.0,0.1751,-0.0636,0.0,-0.2253,-2.86,10.102,-9.694,0
0.09,0.5,0.0,0.1824,-0.0182,0.0,-0.3348,-3.257,12.328,-11.907,0
0.1,0.5,0.0,0.1908,0.0022,0.0,-0.0713,-3.821,14.624,-14.234,0
0.11,0.5,0.0,0.1903,0.0549,0.0,0.0581,-4.487,17.0,-16.598,0
0.12,0.5,0.0,0.1861,0.1161,0.0,-0.3946,-5.11,19.447,-19.039,0
0.13,0.5,0.0,0.1549,0.1508,0.0,-0.1365,-5.443,21.915,-21.539,0
0.14,0.5,0.0,0.187,0.1022,0.0,0.0956,-5.153,24.548,-23.956,0
0.15,0.5,0.0,0.2156,0.0436,0.0,0.4946,-4.405,27.077,-26.462,0
0.16,0.5,0.0,0.1716,0.0167,0.0,0.4873,-3.199,29.586,-29.042,0
0.17,0.5,0.0,0.1956,0.0359,0.0,0.1255,-1.729,32.158,-31.54,0
0.18,0.5,0.0,0.2174,0.0728,0.0,0.0609,-0.421,34.641,-34.04,0
0.19,0.5,0.0,0.2346,0.0728,0.0,0.1955,0.575,37.083,-36.561,0
0.2,0.5,0.0,0.2611,0.0451,0.0,0.1157,1.281,39.525,-39.027,0
0.21,0.5,0.0,0.3139,-0.0433,0.0,0.102,1.798,41.969,-41.351,0
0.22,0.5,0.0,0.3256,0.0636,0.0,0.0965,2.375,44.401,-43.733,0
0.23,0.5,0.0,0.3466,0.0894,0.0,0.0764,2.726,46.743,-46.11,0
0.24,0.5,0.0,0.3753,0.0824,0.0,0.2591,2.776,49.037,-48.471,0
0.25,0.5,0.0,0.3806,0.088,0.0,0.2263,2.555,51.286,-50.77,0
0.26,0.5,0.0,0.3956,0.1528,0.0,-0.049,2.168,53.527,-53.013,0
0.27,0.5,0.0,0.4288,0.1562,0.0,-0.31,2.035,55.811,-55.209,0
0.28,0.5,0.0,0.4292,0.1526,0.0,0.3299,1.986,57.905,-57.419,0
0.29,0.5,0.0,0.4906,0.0199,0.0,-0.009,1.843,60.023,-59.433,0
0.3,0.5,0.0,0.4953,-0.0105,0.0,-0.1924,1.711,62.052,-61.493,0
0.31,0.5,0.0,0.4894,-0.0019,0.0,0.3239,1.599,63.972,-63.536,0
0.32,0.5,0.0,0.4545,-0.0018,0.0,0.2142,1.648,65.874,-65.541,0
0.33,0.5,0.0,0.4804,-0.0178,0.0,-0.2592,1.994,67.619,-67.269,0
0.34,0.5,0.0,0.5016,0.0137,0.0,-0.2992,2.314,69.397,-68.976,0
0.35,0.5,0.0,0.5386,0.0223,0.0,0.029,2.355,71.078,-70.698,0
0.36,0.5,0.0,0.5048,0.0321,0.0,0.4317,2.343,72.695,-72.422,0
0.37,0.5,0.0,0.5379,0.0035,0.0,0.0192,2.244,74.289,-73.98,0
0.38,0.5,0.0,0.559,-0.0469,0.0,-0.2757,2.271,75.808,-75.464,0
0.39,0.5,0.0,0.5796,-0.0484,0.0,-0.1136,2.437,77.246,-76.889,0
0.4,0.5,0.0,0.6097,-0.0456,0.0,0.076,2.407,78.568,-78.216,0
0.41,0.5,0.0,0.6034,-0.0412,0.0,0.278,2.213,79.812,-79.516,0
0.42,0.5,0.0,0.5808,-0.0385,0.0,0.4315,2.077,81.001,-80.803,0
0.43,0.5,0.0,0.5755,-0.0615,0.0,0.0113,2.16,82.125,-81.932,0
0.44,0.5,0.0,0.6019,-0.0832,0.0,0.1973,2.115,83.124,-82.894,0
0.45,0.5,0.0,0.6167,-0.0658,0.0,0.0016,1.83,84.07,-83.795,0
0.46,0.5,0.0,0.6453,-0.1573,0.0,0.2857,1.548,84.938,-84.716,0
0.47,0.5,0.0,0.6128,-0.1379,0.0,-0.0196,1.498,85.754,-85.56,0
0.48,0.5,0.0,0.6485,-0.0944,0.0,-0.1149,1.371,86.447,-86.208,0
0.49,0.5,0.0,0.6672,-0.1396,0.0,0.4541,1.143,87.028,-86.871,0
0.5,0.5,0.0,0.6495,-0.1384,0.0,0.3701,1.017,87.574,-87.477,0
0.51,0.5,0.0,0.6162,-0.1257,0.0,0.2508,1.118,88.037,-88.014,0
0.52,0.5,0.0,0.5733,-0.1033,0.0,0.0479,1.508,88.405,-88.441,0
0.53,0.5,0.0,0.5633,-0.1708,0.0,0.1285,1.956,88.64,-88.631,0
0.54,0.5,0.0,0.6242,-0.1632,0.0,0.2037,2.183,88.812,-88.722,0
0.55,0.5,0.0,0.6511,-0.1645,0.0,0.2909,2.128,88.885,-88.751,0
0.56,0.5,0.0,0.7017,-0.1649,0.0,0.2924,1.823,88.887,-88.702,0
0.57,0.5,0.0,0.6578,-0.0714,0.0,-0.3663,1.431,88.82,-88.599,0
0.58,0.5,0.0,0.6766,-0.048,0.0,0.2835,1.111,88.621,-88.514,0
0.59,0.5,0.0,0.6591,-0.0051,0.0,0.1808,0.951,88.391,-88.358,0
0.6,0.5,0.0,0.6528,-0.0051,0.0,0.0179,1.016,88.064,-88.076,0
0.61,0.5,0.0,0.5806,0.125,0.0,-0.3613,1.338,87.638,-87.669,0
0.62,0.5,0.0,0.6003,0.1016,0.0,0.0783,1.735,87.084,-87.127,0
0.63,0.5,0.0,0.5976,0.1098,0.0,0.3341,2.109,86.466,-86.538,0
0.64,0.5,0.0,0.6271,0.0437,0.0,0.5874,2.303,85.747,-85.728,0
0.65,0.5,0.0,0.6421,0.011,0.0,0.5404,2.264,84.957,-84.847,0
0.66,0.5,0.0,0.6034,0.0087,0.0,-0.1017,2.197,84.133,-83.965,0
0.67,0.5,0.0,0.6496,0.0064,0.0,0.1483,1.948,83.171,-82.975,0
0.68,0.5,0.0,0.6006,0.0387,0.0,0.1268,1.826,82.168,-82.072,0
0.69,0.5,0.0,0.5889,0.1546,0.0,-0.4938,1.83,81.095,-80.933,0
0.7,0.5,0.0,0.6114,0.1386,0.0,0.107,1.784,79.877,-79.788,0
0.71,0.5,0.0,0.575,-0.0292,0.0,0.2714,1.924,78.631,-78.504,0
0.72,0.5,0.0,0.6181,-0.0484,0.0,0.0681,1.97,77.292,-77.069,0
0.73,0.5,0.0,0.6435,-0.0422,0.0,-0.0341,1.752,75.865,-75.607,0
0.74,0.5,0.0,0.5895,0.06,0.0,0.1591,1.531,74.357,-74.155,0
0.75,0.5,0.0,0.6237,0.0813,0.0,0.0881,1.176,72.788,-72.54,0
0.76,0.5,0.0,0.5958,0.0149,0.0,0.2474,0.912,71.174,-70.983,0
0.77,0.5,0.0,0.6091,-0.0097,0.0,-0.1661,0.763,69.498,-69.257,0
0.78,0.5,0.0,0.5842,0.0505,0.0,0.1202,0.642,67.705,-67.508,0
0.79,0.5,0.0,0.5917,0.0315,0.0,0.414,0.53,65.854,-65.689,0
0.8,0.5,0.0,0.5771,0.0758,0.0,-0.3816,0.451,63.992,-63.74,0
0.81,0.5,0.0,0.5637,0.1281,0.0,0.2714,0.432,61.989,-61.788,0
0.82,0.5,0.0,0.5847,0.0319,0.0,-0.1791,0.379,59.997,-59.694,0
0.83,0.5,0.0,0.5929,-0.0662,0.0,0.4087,0.417,57.907,-57.584,0
0.84,0.5,0.0,0.5953,-0.0857,0.0,-0.1416,0.475,55.781,-55.428,0
0.85,0.5,0.0,0.5938,-0.0829,0.0,0.4129,0.537,53.54,-53.275,0
0.86,0.5,0.0,0.6122,-0.0285,0.0,0.0436,0.404,51.29,-50.947,0
0.87,0.5,0.0,0.541,0.0759,0.0,-0.1197,0.486,49.008,-48.669,0
0.88,0.5,0.0,0.5915,0.0898,0.0,0.1378,0.508,46.63,-46.3,0
0.89,0.5,0.0,0.5545,0.0707,0.0,0.0772,0.61,44.241,-43.96,0
0.9,0.5,0.0,0.5483,-0.0898,0.0,0.2896,1.028,41.897,-41.489,0
0.91,0.5,0.0,0.591,-0.1093,0.0,0.437,1.34,39.388,-38.95,0
0.92,0.5,0.0,0.6289,-0.1023,0.0,0.2891,1.336,36.83,-36.421,0
0.93,0.5,0.0,0.5753,0.0253,0.0,-0.3148,1.297,34.294,-33.842,0
0.94,0.5,0.0,0.5111,0.1185,0.0,-0.1929,1.538,31.715,-31.223,0
0.95,0.5,0.0,0.5661,0.154,0.0,-0.1348,1.613,29.072,-28.585,0
0.96,0.5,0.0,0.5673,0.1291,0.0,0.3454,1.617,26.398,-25.953,0
0.97,0.5,0.0,0.5657,0.0078,0.0,0.2688,1.774,23.776,-23.233,0
0.98,0.5,0.0,0.5974,0.0035,0.0,-0.0384,1.868,21.062,-20.564,0
0.99,0.5,0.0,0.5857,0.0059,0.0,0.3311,1.932,18.298,-17.849,0
1.0,0.5,0.0,0.574,0.0685,0.0,0.1428,1.923,15.555,-15.069,0
1.01,0.5,0.0,0.6337,-0.0304,0.0,0.3239,1.721,12.867,-12.28,0
1.02,0.5,0.0,0.6302,-0.1092,0.0,0.0091,1.503,10.128,-9.527,0
1.03,0.5,0.0,0.6374,-0.0344,0.0,-0.0643,1.179,7.368,-6.702,0
1.04,0.5,0.0,0.6054,0.0358,0.0,0.123,0.879,4.568,-3.885,0
1.05,0.5,0.0,0.6156,0.0323,0.0,0.3168,0.729,1.722,-1.143,0
1.06,0.5,0.0,0.5721,0.0272,0.0,0.1604,0.916,-1.13,1.6,0
1.07,0.5,0.0,0.5899,0.0874,0.0,-0.2306,1.197,-3.876,4.394,0
1.08,0.5,0.0,0.596,-0.0278,0.0,0.3486,1.491,-6.598,7.251,0
1.09,0.5,0.0,0.6427,-0.032,0.0,0.2197,1.601,-9.381,9.983,0
1.1,0.5,0.0,0.6399,-0.0397,0.0,0.2151,1.49,-12.166,12.693,0
1.11,0.5,0.0,0.6173,0.0828,0.0,-0.4299,1.265,-14.916,15.446,0
1.12,0.5,0.0,0.5984,0.1578,0.0,0.1119,1.152,-17.654,18.265,0
1.13,0.5,0.0,0.6381,0.1555,0.0,0.0255,0.895,-20.404,20.917,0
1.14,0.5,0.0,0.6396,0.0495,0.0,0.1284,0.77,-22.944,23.484,0
1.15,0.5,0.0,0.6414,-0.05,0.0,0.1984,0.879,-25.636,26.197,0
1.16,0.5,0.0,0.6156,-0.0607,0.0,0.5029,1.131,-28.274,28.802,0
1.17,0.5,0.0,0.6435,-0.0448,0.0,0.2899,1.183,-30.927,31.408,0
1.18,0.5,0.0,0.5888,0.0692,0.0,-0.3182,1.264,-33.491,33.96,0
1.19,0.5,0.0,0.6194,0.0694,0.0,0.1351,1.273,-36.063,36.56,0
1.2,0.5,0.0,0.6286,-0.1013,0.0,0.4349,1.344,-38.562,39.148,0
1.21,0.5,0.0,0.6232,-0.1329,0.0,0.2175,1.436,-41.106,41.603,0
1.22,0.5,0.0,0.6416,-0.1294,0.0,-0.0651,1.502,-43.633,44.022,0
1.23,0.5,0.0,0.6376,-0.1279,0.0,0.3001,1.557,-46.078,46.453,0
1.24,0.5,0.0,0.5924,-0.044,0.0,-0.3142,1.739,-48.533,48.835,0
1.25,0.5,0.0,0.6323,-0.1028,0.0,-0.0073,1.964,-50.802,51.146,0
1.26,0.5,0.0,0.647,-0.093,0.0,0.1631,2.052,-53.033,53.42,0
1.27,0.5,0.0,0.6682,-0.073,0.0,0.103,1.885,-55.215,55.602,0
1.28,0.5,0.0,0.6422,0.0545,0.0,-0.3278,1.553,-57.357,57.743,0
1.29,0.5,0.0,0.6034,0.0223,0.0,-0.126,1.407,-59.455,59.844,0
1.3,0.5,0.0,0.657,0.0211,0.0,-0.3235,1.159,-61.523,61.862,0
1.31,0.5,0.0,0.6272,0.0198,0.0,0.0743,0.985,-63.559,63.863,0
1.32,0.5,0.0,0.6245,0.0243,0.0,-0.0072,0.932,-65.56,65.78,0
1.33,0.5,0.0,0.6062,-0.0487,0.0,-0.0658,1.099,-67.448,67.609,0
1.34,0.5,0.0,0.5996,-0.0657,0.0,0.396,1.403,-69.206,69.39,0
1.35,0.5,0.0,0.6416,-0.045,0.0,0.0788,1.505,-70.886,71.078,0
1.36,0.5,0.0,0.612,-0.0186,0.0,-0.0706,1.575,-72.564,72.718,0
1.37,0.5,0.0,0.6373,0.0224,0.0,0.1711,1.535,-74.095,74.303,0
1.38,0.5,0.0,0.6062,0.0881,0.0,-0.0879,1.488,-75.63,75.799,0
1.39,0.5,0.0,0.5277,0.0767,0.0,-0.1727,1.731,-77.12,77.173,0
1.4,0.5,0.0,0.5806,0.0067,0.0,0.2594,1.909,-78.382,78.498,0
1.41,0.5,0.0,0.6232,0.0167,0.0,-0.1159,1.807,-79.628,79.765,0
1.42,0.5,0.0,0.6179,0.017,0.0,0.3716,1.619,-80.827,80.977,0
1.43,0.5,0.0,0.6197,0.0134,0.0,-0.09,1.433,-81.99,82.09,0
1.44,0.5,0.0,0.5783,-0.0417,0.0,0.1566,1.468,-83.069,83.072,0
1.45,0.5,0.0,0.6167,-0.1055,0.0,0.2069,1.507,-83.984,83.994,0
1.46,0.5,0.0,0.6459,-0.0433,0.0,-0.0335,1.359,-84.819,84.874,0
1.47,0.5,0.0,0.5756,0.0203,0.0,0.0733,1.298,-85.652,85.658,0
1.48,0.5,0.0,0.6273,0.0252,0.0,-0.1074,1.14,-86.326,86.377,0
1.49,0.5,0.0,0.5792,0.0631,0.0,0.0913,1.037,-86.973,86.994,0
1.5,0.5,0.0,0.5685,0.0583,0.0,0.0062,1.139,-87.583,87.536,0
1.51,0.5,0.0,0.5377,-0.0487,0.0,0.1821,1.485,-88.072,87.917,0
1.52,0.5,0.0,0.4744,-0.0854,0.0,-0.1019,2.068,-88.441,88.176,0
1.53,0.5,0.0,0.541,-0.0774,0.0,0.0206,2.513,-88.621,88.488,0
1.54,0.5,0.0,0.5574,-0.0736,0.0,0.0726,2.681,-88.732,88.696,0
1.55,0.5,0.0,0.5647,-0.007,0.0,-0.1685,2.591,-88.771,88.794,0
1.56,0.5,0.0,0.554,0.0647,0.0,0.1401,2.426,-88.76,88.803,0
1.57,0.5,0.0,0.5976,0.0657,0.0,0.0484,2.13,-88.672,88.752,0
1.58,0.5,0.0,0.5299,0.1265,0.0,-0.0223,1.95,-88.576,88.575,0
1.59,0.5,0.0,0.5518,-0.0009,0.0,-0.0106,1.887,-88.337,88.276,0
1.6,0.5,0.0,0.5038,-0.0976,0.0,0.182,2.079,-88.056,87.878,0
1.61,0.5,0.0,0.5627,-0.1173,0.0,0.0885,2.17,-87.567,87.456,0
1.62,0.5,0.0,0.5714,-0.1197,0.0,0.122,2.029,-86.984,86.959,0
1.63,0.5,0.0,0.5703,-0.0539,0.0,0.1052,1.709,-86.36,86.371,0
1.64,0.5,0.0,0.589,-0.0262,0.0,-0.0402,1.409,-85.691,85.712,0
1.65,0.5,0.0,0.5107,0.0904,0.0,-0.2,1.289,-84.993,84.936,0
1.66,0.5,0.0,0.4755,0.1508,0.0,-0.3918,1.47,-84.211,84.08,0
1.67,0.5,0.0,0.5268,0.0787,0.0,0.1165,1.642,-83.21,83.139,0
1.68,0.5,0.0,0.5394,0.0101,0.0,0.1819,1.652,-82.108,82.067,0
1.69,0.5,0.0,0.5823,0.0068,0.0,0.1219,1.398,-80.944,80.976,0
1.7,0.5,0.0,0.5884,-0.0355,0.0,0.0723,0.908,-79.709,79.778,0
1.71,0.5,0.0,0.5255,0.0308,0.0,-0.2584,0.494,-78.507,78.508,0
1.72,0.5,0.0,0.5279,0.0307,0.0,-0.0676,0.352,-77.254,77.222,0
1.73,0.5,0.0,0.4861,-0.0051,0.0,-0.1003,0.469,-75.898,75.799,0
1.74,0.5,0.0,0.517,0.0222,0.0,0.2905,0.671,-74.374,74.339,0
1.75,0.5,0.0,0.5049,0.0422,0.0,-0.4307,0.872,-72.828,72.749,0
1.76,0.5,0.0,0.5388,-0.0226,0.0,0.296,1.096,-71.129,71.124,0
1.77,0.5,0.0,0.522,-0.1056,0.0,-0.1413,1.345,-69.408,69.361,0
1.78,0.5,0.0,0.5133,-0.0298,0.0,0.0057,1.547,-67.571,67.607,0
1.79,0.5,0.0,0.5535,-0.0203,0.0,-0.0018,1.493,-65.666,65.767,0
1.8,0.5,0.0,0.5351,0.0432,0.0,0.0677,1.293,-63.726,63.878,0
1.81,0.5,0.0,0.5514,0.0565,0.0,-0.1767,1.058,-61.784,61.914,0
1.82,0.5,0.0,0.522,0.0915,0.0,0.1472,0.85,-59.743,59.914,0
1.83,0.5,0.0,0.4979,-0.049,0.0,0.3648,0.883,-57.716,57.867,0
1.84,0.5,0.0,0.5119,-0.0655,0.0,-0.1837,0.995,-55.59,55.674,0
1.85,0.5,0.0,0.5268,-0.0629,0.0,0.3244,1.094,-53.386,53.507,0
1.86,0.5,0.0,0.515,0.0373,0.0,-0.4374,1.121,-51.109,51.234,0
1.87,0.5,0.0,0.4822,0.1049,0.0,-0.0604,1.244,-48.774,48.988,0
1.88,0.5,0.0,0.5486,0.0859,0.0,0.0776,1.16,-46.356,46.609,0
1.89,0.5,0.0,0.4992,0.07,0.0,-0.0619,1.167,-44.008,44.216,0
1.9,0.5,0.0,0.5146,0.0743,0.0,0.038,1.346,-41.574,41.784,0
1.91,0.5,0.0,0.4851,-0.0746,0.0,0.1857,1.786,-39.123,39.375,0
1.92,0.5,0.0,0.5225,-0.1061,0.0,0.2989,2.133,-36.509,36.811,0
1.93,0.5,0.0,0.5672,-0.0988,0.0,0.2369,2.16,-33.91,34.205,0
1.94,0.5,0.0,0.516,0.0267,0.0,-0.3927,2.107,-31.296,31.617,0
1.95,0.5,0.0,0.5071,0.0871,0.0,0.1624,2.165,-28.663,29.066,0
1.96,0.5,0.0,0.5601,0.0846,0.0,0.1664,2.016,-25.995,26.37,0
1.97,0.5,0.0,0.5441,0.0655,0.0,-0.2536,1.784,-23.302,23.653,0
1.98,0.5,0.0,0.5155,-0.0143,0.0,-0.121,1.832,-20.588,21.055,0
1.99,0.5,0.0,0.5367,-0.042,0.0,0.3593,1.963,-17.865,18.362,0
2.0,0.5,0.0,0.5519,-0.028,0.0,0.1823,1.93,-15.129,15.571,0
2.01,0.5,0.0,0.5272,0.0025,0.0,-0.3196,1.851,-12.387,12.776,0
2.02,0.5,0.0,0.5429,-0.0094,0.0,0.3626,1.807,-9.599,10.068,0
2.03,0.5,0.0,0.5295,0.0799,0.0,-0.3964,1.791,-6.815,7.277,0
2.04,0.5,0.0,0.54,0.0511,0.0,0.2178,1.881,-3.969,4.581,0
2.05,0.5,0.0,0.5056,-0.0266,0.0,0.1603,2.229,-1.173,1.802,0
2.06,0.5,0.0,0.5572,-0.0264,0.0,0.0376,2.446,1.611,-1.04,0
2.07,0.5,0.0,0.5654,-0.0283,0.0,0.1689,2.371,4.384,-3.867,0
2.08,0.5,0.0,0.5966,-0.0261,0.0,0.0574,2.008,7.152,-6.687,0
2.09,0.5,0.0,0.5604,0.0542,0.0,-0.197,1.749,9.91,-9.452,0
2.1,0.5,0.0,0.5385,0.081,0.0,0.0898,1.648,12.699,-12.154,0
2.11,0.5,0.0,0.5741,-0.0796,0.0,0.3186,1.496,15.539,-14.84,0
2.12,0.5,0.0,0.5659,-0.1393,0.0,0.0901,1.354,18.283,-17.619,0
2.13,0.5,0.0,0.6313,-0.1309,0.0,0.0492,1.001,20.991,-20.344,0
2.14,0.5,0.0,0.6129,-0.0773,0.0,0.3491,0.512,23.653,-23.04,0
2.15,0.5,0.0,0.6007,-0.0559,0.0,0.2452,0.225,26.307,-25.767,0
2.16,0.5,0.0,0.592,-0.0543,0.0,0.0552,0.072,28.935,-28.479,0
2.17,0.5,0.0,0.5753,-0.0196,0.0,0.21,0.165,31.56,-31.147,0
2.18,0.5,0.0,0.5587,-0.1172,0.0,0.1013,0.567,34.192,-33.737,0
2.19,0.5,0.0,0.5045,-0.0597,0.0,0.0801,1.289,36.816,-36.225,0
2.2,0.5,0.0,0.5321,0.007,0.0,-0.2894,1.951,39.334,-38.715,0
2.21,0.5,0.0,0.58,-0.0025,0.0,0.0445,2.302,41.77,-41.23,0
2.22,0.5,0.0,0.5868,0.0005,0.0,-0.0674,2.369,44.178,-43.68,0
2.23,0.5,0.0,0.6178,0.021,0.0,-0.0123,2.158,46.549,-46.081,0
2.24,0.5,0.0,0.5905,0.0872,0.0,0.2519,1.884,48.883,-48.436,0
2.25,0.5,0.0,0.6035,0.002,0.0,0.0246,1.599,51.19,-50.719,0
2.26,0.5,0.0,0.6034,-0.0677,0.0,-0.0019,1.362,53.467,-52.972,0
2.27,0.5,0.0,0.6019,0.069,0.0,-0.0148,1.193,55.684,-55.174,0
2.28,0.5,0.0,0.6065,0.061,0.0,0.4668,1.035,57.792,-57.382,0
2.29,0.5,0.0,0.5876,0.0243,0.0,-0.1585,0.885,59.931,-59.454,0
2.3,0.5,0.0,0.6082,-0.0138,0.0,0.0958,0.782,61.956,-61.539,0
2.31,0.5,0.0,0.5845,-0.0115,0.0,0.2765,0.801,63.914,-63.591,0
2.32,0.5,0.0,0.5824,0.0608,0.0,-0.5129,0.891,65.865,-65.48,0
2.33,0.5,0.0,0.5987,0.0599,0.0,0.2228,0.973,67.664,-67.387,0
2.34,0.5,0.0,0.584,0.0832,0.0,0.3187,1.054,69.434,-69.174,0
2.35,0.5,0.0,0.6098,0.037,0.0,-0.0603,1.034,71.158,-70.82,0
2.36,0.5,0.0,0.5734,-0.0827,0.0,0.2524,1.145,72.797,-72.479,0
2.37,0.5,0.0,0.5705,-0.1221,0.0,0.1441,1.317,74.367,-74.028,0
2.38,0.5,0.0,0.5712,-0.0382,0.0,-0.113,1.358,75.847,-75.467,0
2.39,0.5,0.0,0.6157,-0.0299,0.0,0.1855,1.153,77.238,-76.887,0
2.4,0.5,0.0,0.5734,-0.0284,0.0,0.0349,1.034,78.598,-78.345,0
2.41,0.5,0.0,0.5723,-0.0004,0.0,0.2318,1.016,79.859,-79.686,0
2.42,0.5,0.0,0.509,0.0044,0.0,0.0828,1.29,81.041,-80.878,0
2.43,0.5,0.0,0.5875,0.0094,0.0,0.1384,1.429,82.146,-81.934,0
2.44,0.5,0.0,0.5799,0.0035,0.0,0.1903,1.306,83.149,-82.917,0
2.45,0.5,0.0,0.6117,0.0237,0.0,-0.1299,1.015,84.116,-83.86,0
2.46,0.5,0.0,0.5637,0.0319,0.0,0.0946,0.923,84.971,-84.822,0
2.47,0.5,0.0,0.6139,0.0327,0.0,-0.0701,0.694,85.758,-85.548,0
2.48,0.5,0.0,0.5915,-0.049,0.0,0.2525,0.501,86.416,-86.252,0
2.49,0.5,0.0,0.5366,-0.0418,0.0,0.0517,0.571,87.045,-86.92,0
2.5,0.5,0.0,0.6036,-0.0341,0.0,0.0265,0.494,87.573,-87.392,0
2.51,0.5,0.0,0.5904,-0.0362,0.0,0.2766,0.303,87.997,-87.852,0
2.52,0.5,0.0,0.5886,0.0408,0.0,-0.3605,0.077,88.382,-88.185,0
2.53,0.5,0.0,0.5996,0.019,0.0,0.4267,-0.146,88.609,-88.524,0
2.54,0.5,0.0,0.5865,0.0055,0.0,-0.1048,-0.296,88.817,-88.686,0
2.55,0.5,0.0,0.5774,0.0228,0.0,0.0511,-0.253,88.922,-88.882,0
2.56,0.5,0.0,0.5653,0.0276,0.0,-0.06,-0.026,88.941,-88.944,0
2.57,0.5,0.0,0.5459,0.0153,0.0,0.1934,0.293,88.825,-88.836,0
2.58,0.5,0.0,0.5376,-0.0097,0.0,0.2159,0.524,88.617,-88.555,0
2.59,0.5,0.0,0.6043,-0.012,0.0,0.2802,0.495,88.358,-88.229,0
2.6,0.5,0.0,0.6012,-0.009,0.0,0.1916,0.221,88.001,-87.826,0
2.61,0.5,0.0,0.6156,0.0438,0.0,-0.1119,-0.156,87.59,-87.39,0
2.62,0.5,0.0,0.5652,-0.0173,0.0,0.0869,-0.292,87.069,-86.955,0
2.63,0.5,0.0,0.5632,-0.0324,0.0,-0.0098,-0.249,86.488,-86.399,0
2.64,0.5,0.0,0.5396,-0.0332,0.0,0.2953,-0.118,85.781,-85.766,0
2.65,0.5,0.0,0.5629,-0.0398,0.0,0.0454,-0.109,85.005,-84.884,0
2.66,0.5,0.0,0.5017,0.1093,0.0,-0.1529,0.046,84.18,-84.12,0
2.67,0.5,0.0,0.543,0.128,0.0,-0.2274,0.103,83.228,-83.092,0
2.68,0.5,0.0,0.5851,0.032,0.0,0.2398,-0.121,82.16,-81.964,0
2.69,0.5,0.0,0.5325,-0.0356,0.0,0.1764,-0.242,81.071,-80.901,0
2.7,0.5,0.0,0.5857,-0.0422,0.0,0.137,-0.495,79.883,-79.653,0
2.71,0.5,0.0,0.5337,-0.0482,0.0,0.1027,-0.618,78.637,-78.509,0
2.72,0.5,0.0,0.5398,-0.0409,0.0,-0.1695,-0.586,77.327,-77.204,0
2.73,0.5,0.0,0.5028,0.0657,0.0,-0.1787,-0.335,75.91,-75.815,0
2.74,0.5,0.0,0.5425,0.0778,0.0,0.1863,-0.151,74.399,-74.314,0
2.75,0.5,0.0,0.5434,-0.0356,0.0,0.2188,-0.118,72.822,-72.612,0
2.76,0.5,0.0,0.558,-0.1023,0.0,0.4757,-0.269,71.163,-70.887,0
2.77,0.5,0.0,0.5647,-0.1145,0.0,-0.0628,-0.506,69.486,-69.185,0
2.78,0.5,0.0,0.5179,0.0022,0.0,-0.1616,-0.52,67.734,-67.485,0
2.79,0.5,0.0,0.547,0.0407,0.0,0.3166,-0.45,65.874,-65.674,0
2.8,0.5,0.0,0.5205,0.039,0.0,-0.2526,-0.342,63.985,-63.776,0
2.81,0.5,0.0,0.5338,-0.0235,0.0,0.4002,-0.247,61.995,-61.802,0
2.82,0.5,0.0,0.5346,-0.0236,0.0,-0.2821,-0.183,59.996,-59.715,0
2.83,0.5,0.0,0.5443,-0.0046,0.0,0.4113,-0.107,57.879,-57.653,0
2.84,0.5,0.0,0.5217,-0.1169,0.0,0.1793,0.01,55.764,-55.436,0
2.85,0.5,0.0,0.5523,-0.0712,0.0,0.0205,-0.026,53.567,-53.139,0
2.86,0.5,0.0,0.5668,-0.0159,0.0,-0.1344,-0.292,51.307,-50.844,0
2.87,0.5,0.0,0.5866,-0.0177,0.0,0.298,-0.764,48.965,-48.58,0
2.88,0.5,0.0,0.5492,0.039,0.0,-0.0768,-1.085,46.639,-46.294,0
2.89,0.5,0.0,0.5388,0.0945,0.0,-0.0867,-1.128,44.257,-43.925,0
2.9,0.5,0.0,0.5641,0.0944,0.0,0.164,-1.237,41.804,-41.519,0
2.91,0.5,0.0,0.5857,0.0736,0.0,0.0743,-1.547,39.352,-38.946,0
2.92,0.5,0.0,0.5376,-0.0174,0.0,0.0886,-1.62,36.886,-36.365,0
2.93,0.5,0.0,0.5453,-0.0612,0.0,-0.0715,-1.658,34.326,-33.811,0
2.94,0.5,0.0,0.5462,-0.052,0.0,0.2067,-1.688,31.691,-31.255,0
2.95,0.5,0.0,0.5371,-0.1033,0.0,0.3155,-1.667,29.065,-28.635,0
2.96,0.5,0.0,0.5531,-0.0921,0.0,-0.1353,-1.675,26.429,-25.955,0
